@relation Train-TS6-Venus-6

@attribute cherry-initial-fluorescence numeric
@attribute cherry-final-fluorescence numeric
@attribute cherry-lagtime2 numeric
@attribute cherry-doubletime numeric
@attribute sapphire-initial-fluorescence numeric
@attribute sapphire-final-fluorescence numeric
@attribute sapphire-lagtime2 numeric
@attribute sapphire-doubletime numeric
@attribute venus-initial-fluorescence numeric
@attribute venus-final-fluorescence numeric
@attribute venus-lagtime2 numeric
@attribute venus-doubletime numeric
@attribute F-Cherry numeric
@attribute F-Sapphire numeric
@attribute F-Venus numeric
@attribute HitRatio-Cherry numeric
@attribute HitRatio-Sapphire numeric
@attribute HitRatio-Venus numeric
@attribute MIY-Cherry numeric
@attribute MIY-Sapphire numeric
@attribute MIY-Venus numeric
@attribute DT-Cherry numeric
@attribute DT-Sapphire numeric
@attribute DT-Venus numeric
@attribute Label {Inactive,Active}

@data
697,44413.5,1.02287,2.19091,2637.5,64731.75,3.15871,3.11264,1084,21735,1.69823,2.83373,-0.00064,0.00008,0.00162,2.14607,1.36444,2.09644,-0.46225,-0.03021,0.04841,1.07077,1.00129,0.96702,Inactive
1464,23351.5,0.99279,2.02658,3321.5,59586.5,1.4819,2.80613,3571.5,32174.8,0.58278,2.59747,-0.00112,0.00098,-0.00184,0.75563,0.88973,0.83488,0.05895,0.13038,-0.04249,0.98922,1.01207,1.0194,Inactive
1368,27609,1.04642,1.95284,3259.5,61349.2,1.45376,2.79814,3575.5,34425,0.60017,2.60296,-0.00444,0,-0.00172,0.90592,0.91858,0.90044,0.11259,0.10224,-0.02509,0.95322,1.00919,1.02155,Inactive
1371,26306,1.22294,1.95019,3211,62825.5,1.45134,2.83137,3435.5,34443,0.59772,2.60678,-0.00275,-0.00009,-0.00148,0.86747,0.95522,0.91569,0.22993,0.061,-0.01054,0.96545,1.01222,1.01329,Inactive
1372.5,28161,1.21725,1.84056,3074,61215.5,1.30122,2.71627,3407,36284.5,0.63839,2.3985,-0.00428,-0.00293,-0.00664,0.92483,0.9194,0.95963,0.28342,-0.0503,0.01312,0.89842,0.97966,0.94131,Inactive
1564.75,28185,1.13464,2.08242,3310.75,66596.35,1.53847,2.78265,3870.75,35543.75,1.12991,2.51863,0.00618,0.00281,0.01576,0.91064,0.99905,0.92293,0.0032,-0.05417,0.52894,1.03412,1.00938,0.97004,Inactive
1529.5,26242.8,1.09371,2.10026,3625.5,62542,1.75915,2.87901,4289.5,33414.5,1.5667,2.35604,0.00277,0.00655,0.02374,0.85976,0.94403,0.8601,0.1007,0.36881,0.95844,1.03975,1.02925,0.91582,Inactive
1394,31008.2,0.8297,2.0624,3211,66834.2,1.74243,2.74007,3406.5,37321,0.5642,2.6454,0.00034,0.00124,0.00223,1.01306,1.00438,0.98824,-0.30174,0.1498,-0.03677,1.02417,0.99394,1.01887,Inactive
1472.5,29163,1.31675,1.979,3142.5,65194,1.60638,2.75537,3324,34750,0.53398,2.61222,0.00303,0.00016,-0.00017,0.94725,0.97956,0.91573,0.18531,0.01375,-0.067,0.98276,0.99949,1.00609,Inactive
1534,73305.5,1.67543,2.03657,3478.25,78043.5,1.88219,3.2658,3207,41669.9,1.78943,3.05646,0.00213,0.00018,-0.0004,1.18803,0.8785,0.83935,0.36637,-0.00921,0.54643,1.06029,1.11938,1.15122,Inactive
1327,34185,1.15957,2.03942,3065,67602.2,1.78591,2.76606,3155.5,40848.2,0.56671,2.62996,-0.00131,-0.00028,-0.0023,1.17804,1.02695,1.13079,-0.11179,0.03638,-0.12526,1.03294,1.02179,1.03187,Inactive
1564,27784,1.3875,2.00934,3505,62443.5,2.09336,2.81627,3288,35018,0.52664,2.61127,0.00616,0.00588,-0.00122,0.89695,0.93042,0.92459,0.25606,0.50073,-0.07433,0.99782,1.02158,1.00572,Inactive
1637,70421.25,0.35003,3.85609,3165.75,33934.3,7.88164,5.01549,2932.25,25598.9,7.89239,3.83622,0.00228,-0.00509,-0.00929,1.1322,0.36299,0.49686,-0.7171,6.20584,6.84032,2.01236,1.72455,1.45068,Active
1563,22509,0.87917,3.66698,3229,51245.2,0.38194,7.75459,3516.5,37177.8,0,8.21879,0.00393,0.0002,0.00092,0.7287,0.76937,0.99406,-0.11385,-1.0084,-0.60826,1.81536,2.77228,3.19474,Active
