id_chemical,cherry-initial-fluorescence,cherry-final-fluorescence,cherry-lagtime2,cherry-doubletime  ,sapphire-initial-fluorescence,sapphire-final-fluorescence,sapphire-lagtime2,sapphire-doubletime,venus-initial-fluorescence,venus-final-fluorescence,venus-lagtime2   ,venus-doubletime   ,F-Cherry,F-Sapphire,F-Venus,HitRatio-Cherry,HitRatio-Sapphire,HitRatio-Venus,MIY-Cherry,MIY-Sapphire,MIY-Venus,DT-Cherry,DT-Sapphire,DT-Venus
20912_c4f6eaa0-fd5a-4840-ba62-b5b0f10d3a18, 2933.50000, 28381.75000, 0.00000, 2.07375, 5647.00000, 39936.00000, 0.00000, 3.76603, 5419.00000, 25348.75000, 0.00000, 2.77920, 0.00286, 0.00049, 0.00019, 0.99123, 0.99440, 0.96955, 0.00000, 0.00000, 0.00000, 0.99191, 1.00507, 0.99505
20912_374e48b3-8990-41ed-8615-25636b9ce3af, 2799.50000, 28645.75000, 0.00000, 2.07737, 5649.50000, 40567.50000, 0.00000, 3.73987, 5396.50000, 25635.00000, 0.00000, 2.77796, -0.00236, 0.00057, -0.00090, 1.00673, 1.01264, 0.98457, 0.00000, 0.00000, 0.00000, 0.99365, 0.99809, 0.99460
20912_201de71c-c7ac-495d-a05b-cfc3d7d146b7, 2993.50000, 28296.25000, 0.00000, 2.14974, 5638.00000, 40867.50000, 0.00000, 3.71728, 5396.00000, 25402.25000, 0.00000, 2.78628, 0.00520, 0.00023, -0.00092, 0.98556, 1.02168, 0.97327, 0.00000, 0.00000, 0.00000, 1.02826, 0.99206, 0.99758
20912_380e8544-471b-4615-8731-57914c586eca, 2853.50000, 28064.25000, 0.00000, 1.98894, 5625.00000, 39810.00000, 0.00000, 3.74523, 5430.50000, 25113.75000, 0.00000, 2.79019, -0.00025, -0.00015, 0.00075, 0.98198, 0.99139, 0.95755, 0.00000, 0.00000, 0.00000, 0.95135, 0.99952, 0.99898
20912_fe57b966-e795-424e-a831-14b2e40b6102, 2899.50000, 28288.75000, 0.00000, 2.04790, 5583.00000, 39583.25000, 0.00000, 3.74268, 5342.00000, 25057.25000, 0.00000, 2.78396, 0.00154, -0.00136, -0.00355, 0.98893, 0.98603, 0.95911, 0.00000, 0.00000, 0.00000, 0.97955, 0.99884, 0.99675
21521_72b68306-9f02-4d69-9d6b-5c11fe2928e9, 3421.00000, 28835.25000, 0.00000, 2.05895, 6002.00000, 40059.25000, 0.00000, 3.59129, 6119.00000, 25817.75000, 0.00000, 2.83399, 0.00254, -0.00068, -0.00560, 1.00785, 0.98293, 1.00230, 0.00000, 0.00000, 0.00000, 0.98817, 1.01767, 0.98759
21521_c796a0b4-cd81-45bb-8b3a-669274560308, 3538.50000, 27843.25000, 0.00000, 2.03800, 6035.50000, 39688.25000, 0.00000, 3.58938, 6332.00000, 25144.25000, 0.00000, 2.72324, 0.00720, 0.00029, 0.00524, 0.96385, 0.97125, 0.95720, 0.00000, 0.00000, 0.00000, 0.97812, 1.01712, 0.94899
21521_511c14e6-e4e4-4cb6-b21f-5f73e5e1215b, 3476.50000, 28282.50000, 0.00000, 1.99405, 6105.00000, 39858.75000, 0.00000, 3.63864, 6266.50000, 24746.75000, 0.00000, 2.73565, 0.00474, 0.00229, 0.00191, 0.98373, 0.97417, 0.94030, 0.00000, 0.00000, 0.00000, 0.95702, 1.03108, 0.95332
21521_87795b04-8dae-48d9-b858-35e89ab38169, 3562.00000, 28530.00000, 0.00000, 2.26015, 6079.00000, 39971.50000, 0.00000, 3.63929, 6259.50000, 24573.00000, 0.00000, 2.86559, 0.00813, 0.00154, 0.00155, 0.99016, 0.97817, 0.93182, 0.00000, 0.00000, 0.00000, 1.08473, 1.03127, 0.99860
21521_a4f70adf-5108-4fb8-be69-abd3a2fa6a04, 3207.00000, 27932.00000, 0.00000, 1.97550, 6116.00000, 39670.00000, 0.00000, 3.60968, 6309.50000, 25003.00000, 0.00000, 2.71924, -0.00595, 0.00261, 0.00410, 0.98052, 0.96840, 0.95115, 0.00000, 0.00000, 0.00000, 0.94812, 1.02288, 0.94760
20248_754f5880-b8e8-47ca-a22b-e3d72ce1546b, 7793.00000, 20671.75000, 0.00000, 4.30141, 6979.00000, 40373.50000, 0.00000, 3.31308, 12844.00000, 22546.75000, 0.00000, 6.08094, -0.00176, -0.00403, -0.01464, 0.98330, 0.97237, 0.86094, 0.00000, 0.00000, 0.00000, 1.11711, 0.97808, 1.07860
20248_27e9caa0-145a-4265-892f-e2f0baa220cd, 7870.50000, 21366.75000, 0.00000, 3.93497, 7093.50000, 40856.00000, 0.00000, 3.30929, 12880.50000, 22561.00000, 0.00000, 5.84882, 0.00416, -0.00070, -0.01140, 1.03044, 0.98309, 0.85896, 0.00000, 0.00000, 0.00000, 1.02194, 0.97696, 1.03743
20248_19684623-43a9-48bc-815b-98f16287a8cf, 7656.00000, 21363.00000, 0.00000, 3.71135, 7031.00000, 40040.00000, 0.00000, 3.24701, 12715.00000, 21259.25000, 0.00000, 4.88865, -0.01222, -0.00252, -0.02609, 1.04654, 0.96115, 0.75814, 0.00000, 0.00000, 0.00000, 0.96386, 0.95858, 0.86712
20248_0c2dcd71-3e45-4952-bab0-1add240d0803, 7416.50000, 20298.75000, 0.00000, 3.56978, 6937.50000, 37522.50000, 0.00000, 3.25115, 12838.50000, 19977.50000, 0.00000, 4.21061, -0.03050, -0.00524, -0.01513, 0.98357, 0.89057, 0.63345, 0.00000, 0.00000, 0.00000, 0.92710, 0.95980, 0.74685
20248_bed66327-7094-4ab6-a43b-ff6608c80ebd, 7966.50000, 13742.00000, 0.00000, 3.30514, 7064.00000, 29218.00000, 0.00000, 2.99590, 13118.50000, 13200.50000, 0.00000, 10000000.00000, 0.01149, -0.00156, 0.00972, 0.44096, 0.64508, 0.00728, 0.00000, 0.00000, 0.00000, 0.85837, 0.88444, 1773739.95731
20484_a73b83f5-a3e6-4463-9739-f9d67053396d, 8051.50000, 21557.00000, 0.00000, 4.19725, 7244.00000, 43023.00000, 0.00000, 3.45800, 13272.50000, 24903.00000, 0.00000, 5.96517, 0.01798, 0.00368, 0.02338, 1.03115, 1.04181, 1.03199, 0.00000, 0.00000, 0.00000, 1.09005, 1.02086, 1.05807
20484_abbbc6b4-52d3-4dad-970f-2b1c6d95cab9, 7796.50000, 21602.00000, 0.00000, 4.06686, 7099.50000, 41690.50000, 0.00000, 3.39308, 12948.00000, 24690.75000, 0.00000, 5.44535, -0.00149, -0.00052, -0.00541, 1.05406, 1.00721, 1.04195, 0.00000, 0.00000, 0.00000, 1.05619, 1.00170, 0.96586
20484_33de590b-93d9-4c18-9633-a08892e4e32a, 7921.50000, 20883.00000, 0.00000, 4.42600, 7176.00000, 41069.75000, 0.00000, 3.50819, 13103.00000, 24246.00000, 0.00000, 6.13060, 0.00805, 0.00170, 0.00834, 0.98962, 0.98691, 0.98873, 0.00000, 0.00000, 0.00000, 1.14946, 1.03568, 1.08741
20484_1e64ed35-1c77-4043-92df-86672b626204, 8102.00000, 20618.50000, 0.00000, 4.23919, 7145.50000, 41098.00000, 0.00000, 3.52345, 13167.50000, 23774.25000, 0.00000, 6.00846, 0.02184, 0.00082, 0.01406, 0.95564, 0.98862, 0.94115, 0.00000, 0.00000, 0.00000, 1.10095, 1.04019, 1.06574
20484_16936b69-d14b-4a04-aed4-a865cb8f8cdc, 8120.50000, 21009.75000, 0.00000, 4.57720, 7156.50000, 42115.00000, 0.00000, 3.35648, 13160.00000, 24521.50000, 0.00000, 5.64948, 0.02325, 0.00114, 0.01340, 0.98410, 1.01791, 1.00812, 0.00000, 0.00000, 0.00000, 1.18873, 0.99089, 1.00207
21658_f4c15170-ca95-4d98-8818-76057327e05b, 7914.00000, 21543.50000, 0.00000, 3.51317, 7044.00000, 41971.25000, 0.00000, 3.46468, 12898.50000, 24832.25000, 0.00000, 5.03396, 0.00748, -0.00214, -0.00980, 1.04062, 1.01700, 1.05890, 0.00000, 0.00000, 0.00000, 0.91239, 1.02284, 0.89289
21658_34f9551e-1723-477d-9a8d-009a971640a2, 8172.00000, 20984.50000, 0.00000, 4.28919, 7189.00000, 40862.00000, 0.00000, 3.37949, 13322.50000, 24188.75000, 0.00000, 5.64099, 0.02718, 0.00208, 0.02782, 0.97824, 0.98048, 0.96417, 0.00000, 0.00000, 0.00000, 1.11393, 0.99769, 1.00056
21658_aeb2aa18-2574-45de-b300-68cd8c593847, 8284.00000, 23140.00000, 0.00000, 4.10690, 7111.00000, 40191.25000, 0.00000, 3.29521, 13127.50000, 25310.00000, 0.00000, 4.94835, 0.03573, -0.00019, 0.01051, 1.13426, 0.96322, 1.08097, 0.00000, 0.00000, 0.00000, 1.06659, 0.97280, 0.87771
21658_a14c21b7-7165-43f6-aed1-67421852475f, 7830.00000, 25127.50000, 0.00000, 3.05626, 7068.50000, 40316.75000, 0.00000, 3.32019, 13067.50000, 26991.00000, 0.00000, 3.92090, 0.00107, -0.00143, 0.00519, 1.32067, 0.96812, 1.23545, 0.00000, 0.00000, 0.00000, 0.79373, 0.98018, 0.69547
21658_eb138496-25ce-4adc-9b4d-56199f9edf43, 7609.00000, 32439.50000, 0.00000, 3.38089, 6499.00000, 40063.50000, 0.00000, 4.18541, 12278.00000, 32327.50000, 0.00000, 4.55899, -0.01580, -0.01801, -0.06486, 1.89582, 0.97732, 1.77902, 0.00000, 0.00000, 0.00000, 0.87804, 1.23561, 0.80865
516_44dcef64-d85a-422c-a1ac-fe903175fa27, 1466.50000, 43612.90000, 1.49124, 2.04718, 1682.00000, 13568.30000, 2.93390, 4.10645, 1344.50000, 12364.10000, 1.48034, 2.75186, -0.00220, -0.00379, -0.00614, 1.07196, 0.83507, 1.03346, 0.09199, 0.55638, 0.00845, 0.99533, 1.03034, 0.96758
978_308561f0-12e2-4584-a1a5-c9037d4821e4, 1888.00000, 44324.50000, 2.16793, 1.89242, 1736.00000, 13208.20000, 2.90666, 4.38710, 1435.00000, 12016.00000, 1.46845, 2.88368, 0.00852, 0.00000, 0.00234, 1.07933, 0.80598, 0.99233, 0.76868, 0.52914, -0.00344, 0.92009, 1.10075, 1.01393
17412_ad6247ff-05ac-415f-84b4-85aa37631b34, 1595.00000, 38667.20000, 1.49346, 2.11241, 1717.00000, 15663.40000, 2.42768, 3.98987, 1401.50000, 11928.50000, 1.43813, 2.88434, 0.00107, -0.00133, -0.00080, 0.94290, 0.97980, 0.98726, 0.09421, 0.05016, -0.03376, 1.02705, 1.00109, 1.01416
17414_a30454c9-464c-490e-b09f-3405b02b8c37, 1548.00000, 39070.40000, 1.48087, 2.06147, 1706.50000, 15485.70000, 2.41843, 4.06711, 1396.50000, 11693.40000, 1.43333, 2.95174, -0.00013, -0.00207, -0.00127, 0.95435, 0.96806, 0.96568, 0.08162, 0.04091, -0.03856, 1.00228, 1.02047, 1.03786
20007_d899ac25-c667-460e-87ce-fcbe989840e7, 1596.00000, 39372.60000, 1.51686, 2.10591, 1655.00000, 16023.10000, 2.20265, 3.91590, 1314.50000, 11696.60000, 1.45695, 2.71355, 0.00109, -0.00569, -0.00896, 0.96081, 1.00943, 0.97367, 0.11761, -0.17487, -0.01494, 1.02389, 0.98253, 0.95411
20013_bf089906-ad23-4478-8fc9-e6043895f90e, 1305.00000, 39559.30000, 0.98625, 2.12508, 1604.00000, 14885.80000, 2.51380, 3.89750, 1295.50000, 11393.70000, 1.50032, 2.75027, -0.00631, -0.00927, -0.01074, 0.97296, 0.93311, 0.94705, -0.41300, 0.13628, 0.02843, 1.03321, 0.97791, 0.96702
20023_e0e982e5-d6ec-4e2b-a2a5-26c3ffae5119, 1844.00000, 40051.50000, 1.79049, 2.13243, 1674.00000, 16019.60000, 2.26789, 3.95616, 1369.00000, 12248.00000, 1.42359, 2.83903, 0.00740, -0.00436, -0.00385, 0.97177, 1.00785, 1.02028, 0.39124, -0.10963, -0.04830, 1.03678, 0.99263, 0.99823
20035_4182b905-3708-47ca-a6f9-6a3c4faff4ef, 1723.00000, 20959.40000, 1.50720, 2.90824, 1693.50000, 4080.80000, 1.60424, 10.31320, 1327.00000, 5051.43000, 0.46427, 5.22638, 0.00432, -0.00299, -0.00778, 0.48926, 0.16772, 0.34929, 0.10795, -0.77328, -1.00762, 1.41398, 2.58765, 1.83765
20036_2a347e36-310f-4aa2-a593-03691eac022f, 1614.00000, 39183.60000, 1.73362, 2.02161, 1814.00000, 15149.50000, 2.87252, 3.91906, 1366.50000, 11515.20000, 1.45859, 2.86929, 0.00155, 0.00548, -0.00408, 0.95555, 0.93688, 0.95179, 0.33437, 0.49500, -0.01330, 0.98290, 0.98332, 1.00887
20038_c88541f8-26fc-420d-8c22-0b9c9e6c0843, 1452.50000, 37539.70000, 1.29347, 2.02735, 1695.00000, 15426.00000, 2.37829, 3.86712, 1352.00000, 11087.10000, 1.44934, 2.76790, -0.00256, -0.00288, -0.00544, 0.91785, 0.96467, 0.91300, -0.10578, 0.00077, -0.02255, 0.98569, 0.97029, 0.97322
20039_814685aa-fa87-450e-8660-8b8d2bf1ca19, 1641.00000, 137692.00000, 1.97456, 2.06568, 19025.00000, 31544.80000, 10.58100, 13.02370, 2843.50000, 37052.40000, 3.32537, 3.26454, 0.00224, 1.21464, 0.13444, 3.46033, 0.87958, 3.20825, 0.57531, 8.20348, 1.85348, 1.00433, 3.26774, 1.14784
20041_74988878-ffb1-4c0b-ad1d-71912d5b0ce7, 1420.00000, 40320.90000, 1.30993, 1.96828, 1642.50000, 15760.50000, 2.20720, 3.95263, 1325.00000, 11997.00000, 1.26986, 2.81321, -0.00338, -0.00657, -0.00797, 0.98941, 0.99186, 1.00086, -0.08932, -0.17032, -0.20203, 0.95697, 0.99174, 0.98915
20051_a27462c2-2417-4a9c-86f8-80a75f970fd2, 1603.00000, 40259.90000, 1.23328, 2.05679, 1714.00000, 16686.00000, 2.23019, 3.81060, 1352.50000, 11619.50000, 1.13908, 2.88864, 0.00127, -0.00155, -0.00539, 0.98320, 1.05186, 0.96288, -0.16597, -0.14733, -0.33281, 1.00000, 0.95611, 1.01567
20053_5d283e5b-8c85-49cc-9e40-78b10d479cc9, 1444.00000, 41886.10000, 1.44578, 2.04888, 1675.00000, 15818.60000, 2.31216, 4.01385, 1302.00000, 12730.30000, 1.35033, 2.78757, -0.00277, -0.00429, -0.01013, 1.02861, 0.99366, 1.07179, 0.04653, -0.06536, -0.12156, 0.99616, 1.00710, 0.98014
20054_ae5b6fc4-36a9-493a-96bb-fac6db402472, 1323.00000, 38576.80000, 1.28065, 1.94276, 1696.00000, 16633.90000, 2.34454, 3.89147, 1340.50000, 11833.30000, 1.16546, 2.87744, -0.00585, -0.00281, -0.00652, 0.94752, 1.04946, 0.98406, -0.11860, -0.03298, -0.30643, 0.94456, 0.97640, 1.01174
20060_1ba33cac-4280-4f2d-8f32-8d40b200b670, 1364.00000, 1481.93000, -5.96960, 195.37400, 1643.00000, 1868.48000, 6.43087, 78.90070, 1269.50000, 1051.04000, 0.00000, 10000000.00000, -0.00481, -0.00653, -0.01318, 0.00300, 0.01584, -0.02049, -7.36885, 4.05335, -1.47189, 94.99023, 19.79674, 3516100.22292
20076_0bd22167-adde-4fa9-a3cb-77cb9f18bfed, 1560.00000, 38863.30000, 1.34532, 1.93304, 1730.00000, 15442.20000, 2.26189, 4.04554, 1428.50000, 11831.60000, 1.53749, 2.81249, 0.00018, -0.00042, 0.00174, 0.94878, 0.96335, 0.97564, -0.05393, -0.11563, 0.06560, 0.93984, 1.01505, 0.98890
20078_6073ff1d-c17f-4260-99b5-1664486242ca, 1696.00000, 36746.20000, 1.48313, 2.01620, 1683.50000, 15220.50000, 2.25972, 4.00300, 1371.00000, 10854.70000, 1.45376, 2.81599, 0.00364, -0.00369, -0.00366, 0.89147, 0.95104, 0.88942, 0.08388, -0.11780, -0.01813, 0.98027, 1.00438, 0.99013
20101_bca95f15-5769-44f4-adc9-c8c764c09a9f, 1345.00000, 40712.50000, 1.90594, 1.82319, 1649.00000, 15509.20000, 2.38970, 3.99125, 1271.00000, 12168.70000, 1.30394, 2.85301, -0.00529, -0.00611, -0.01304, 1.00128, 0.97375, 1.02203, 0.50669, 0.01218, -0.16795, 0.88643, 1.00143, 1.00315
20106_d65ffd59-2927-4f6b-bc1f-4aed5f40c013, 1534.50000, 40524.70000, 1.15193, 2.19570, 1679.50000, 16148.70000, 2.26252, 3.83430, 1314.50000, 11536.70000, 1.42447, 2.78552, -0.00047, -0.00397, -0.00896, 0.99168, 1.01653, 0.95868, -0.24732, -0.11500, -0.04742, 1.06754, 0.96205, 0.97942
