id_chemical,cherry-initial-fluorescence,cherry-final-fluorescence,cherry-lagtime2,cherry-doubletime,sapphire-initial-fluorescence,sapphire-final-fluorescence,sapphire-lagtime2,sapphire-doubletime,venus-initial-fluorescence,venus-final-fluorescence,venus-lagtime2,venus-doubletime,F-Cherry,F-Sapphire,F-Venus,HitRatio-Cherry,HitRatio-Sapphire,HitRatio-Venus,MIY-Cherry,MIY-Sapphire,MIY-Venus,DT-Cherry,DT-Sapphire,DT-Venus
20248_5105e3a7-82c2-4d6d-a166-174eedb5595f, 2071.50000, 46221.25000, 0.00000, 2.04135, 4205.00000, 67916.25000, 1.35629, 3.15705, 3731.00000, 28877.00000, 1.07401, 2.44201, 0.00258, -0.00032, -0.00308, 1.01762, 0.94968, 0.93275, 0.00000, 0.23291, -0.10712, 1.07538, 0.97619, 1.01004
20248_fc6eeebd-4e03-4ecb-bc91-a9b955e81c51, 2056.00000, 47030.50000, 1.10591, 1.72655, 4247.00000, 67897.00000, 1.04464, 3.26824, 3878.00000, 28982.00000, 1.18553, 2.43900, 0.00222, 0.00031, 0.00237, 1.03663, 0.94877, 0.93119, 1.10591, -0.07874, 0.00440, 0.90954, 1.01057, 1.00880
20248_c15ff5fe-fc2a-4bec-bfc6-79706e6f0093, 1986.50000, 48400.75000, 0.00000, 1.95361, 4227.00000, 62974.00000, 1.10467, 3.21458, 3914.00000, 27539.25000, 1.21669, 2.45587, 0.00062, 0.00001, 0.00371, 1.06981, 0.87569, 0.87634, 0.00000, -0.01872, 0.03555, 1.02916, 0.99398, 1.01578
20248_9cc7741e-7027-4bfa-8dda-a546393440cf, 2073.50000, 43461.50000, 0.00000, 2.00863, 4230.00000, 54420.50000, 1.49985, 3.05184, 3787.00000, 23731.50000, 0.50625, 2.68264, 0.00263, 0.00005, -0.00100, 0.95396, 0.74814, 0.73981, 0.00000, 0.37647, -0.67488, 1.05814, 0.94366, 1.10957
20248_d01ab855-fd4e-407d-9d6c-6fdf73d64952, 2003.50000, 35404.50000, 0.33341, 1.92601, 4296.00000, 40880.00000, 1.61629, 2.99424, 3783.00000, 17292.00000, 1.01651, 2.46992, 0.00101, 0.00104, -0.00115, 0.76987, 0.54532, 0.50109, 0.33341, 0.49291, -0.16463, 1.01462, 0.92585, 1.02158
20484_b8102d0d-3bc2-438a-812a-df0a43e2a8cb, 2156.00000, 46764.50000, 0.71814, 1.84187, 4274.00000, 71711.50000, 1.08969, 3.22496, 3883.50000, 31603.25000, 1.07414, 2.49609, 0.00453, 0.00071, 0.00258, 1.02819, 1.00523, 1.02822, 0.71814, -0.03370, -0.10700, 0.97029, 0.99719, 1.03241
20484_9fc6fcf2-246e-450f-8aad-98b8a96a1abf, 1995.00000, 46880.50000, 0.00000, 1.96959, 4254.00000, 71717.50000, 1.07031, 3.30030, 3896.00000, 31350.00000, 0.58074, 2.73471, 0.00082, 0.00041, 0.00304, 1.03457, 1.00562, 1.01836, 0.00000, -0.05307, -0.60039, 1.03757, 1.02048, 1.13110
20484_7ad69dde-3952-43b5-8e1d-a6f9c90e4aa4, 1964.00000, 44665.50000, 0.58037, 1.83719, 4322.00000, 70660.50000, 1.19291, 3.21773, 3930.00000, 30769.50000, 1.21240, 2.37533, 0.00010, 0.00142, 0.00430, 0.98423, 0.98885, 0.99557, 0.58037, 0.06953, 0.03126, 0.96782, 0.99495, 0.98246
20484_d3863a8f-b830-45ff-b7a3-c714159da2e9, 2029.00000, 44770.00000, 0.00000, 1.96820, 4272.50000, 71395.00000, 1.17339, 3.18140, 3942.50000, 31208.00000, 1.09426, 2.51663, 0.00160, 0.00069, 0.00477, 0.98514, 1.00053, 1.01137, 0.00000, 0.05001, -0.08688, 1.03684, 0.98372, 1.04091
20484_df94d1d7-e930-4ced-b7e1-58819a690023, 2025.00000, 45517.50000, 1.41357, 1.51885, 4313.50000, 72160.00000, 1.12311, 3.22312, 3947.50000, 31514.00000, 1.12961, 2.46540, 0.00151, 0.00130, 0.00495, 1.00247, 1.01132, 1.02253, 1.41357, -0.00027, -0.05153, 0.80012, 0.99662, 1.01972
21400_24249cda-7c6e-42cd-bf05-326c586b25aa, 1925.50000, 49906.00000, 0.00000, 2.03886, 4256.00000, 75428.50000, 1.32119, 3.14811, 3757.50000, 33420.00000, 0.98908, 2.46085, -0.00078, 0.00044, -0.00210, 1.10591, 1.06090, 1.10028, 0.00000, 0.19781, -0.19205, 1.07406, 0.97343, 1.01783
21400_6402f4f7-af22-4d02-9a50-c2ceda2ebb02, 2049.00000, 51492.50000, 1.05508, 1.81477, 4210.00000, 77599.50000, 1.12944, 3.16657, 3768.50000, 33582.00000, 0.97331, 2.56463, 0.00206, -0.00025, -0.00169, 1.13963, 1.09395, 1.10588, 1.05508, 0.00605, -0.20782, 0.95602, 0.97913, 1.06076
21400_241cc2b1-022b-4993-b01b-b6f8129d1ce8, 2023.50000, 75667.00000, 0.00000, 2.08523, 4292.50000, 91647.00000, 1.71557, 2.94377, 3732.50000, 47462.75000, 1.09316, 2.38985, 0.00148, 0.00098, -0.00302, 1.69742, 1.30211, 1.62210, 0.00000, 0.59219, -0.08797, 1.09849, 0.91024, 0.98847
21400_b7d630e2-0cb6-452d-9c65-c9ed985b7c93, 2087.50000, 106799.50000, 0.00000, 2.02430, 4274.00000, 100294.00000, 1.49048, 3.08993, 3828.50000, 68885.75000, 0.70859, 2.58804, 0.00295, 0.00071, 0.00054, 2.41353, 1.43128, 2.41319, 0.00000, 0.36710, -0.47254, 1.06639, 0.95544, 1.07044
21400_ba2a6066-8912-4a79-8da9-f12eb8fe7d1b, 2172.00000, 128205.00000, 0.41610, 2.43948, 4248.00000, 109661.00000, 2.42316, 3.26983, 3686.50000, 84215.50000, 1.26185, 2.99369, 0.00490, 0.00032, -0.00473, 2.90496, 1.57129, 2.98709, 0.41610, 1.29978, 0.08071, 1.28511, 1.01106, 1.23823
21625_9457945f-4dba-4381-98c5-b5a137a41693, 2004.00000, 45561.00000, 0.65813, 1.79981, 4230.00000, 72646.00000, 1.14762, 3.20961, 3762.00000, 31747.50000, 1.13774, 2.40940, 0.00103, 0.00005, -0.00193, 1.00395, 1.01981, 1.03808, 0.65813, 0.02424, -0.04339, 0.94813, 0.99244, 0.99655
21625_7debd42c-71b5-413d-8e1a-6e2dc88f35ab, 1957.00000, 45193.25000, 0.00000, 2.05421, 4233.00000, 71352.00000, 1.24542, 3.25284, 3799.50000, 31003.00000, 1.07548, 2.49932, -0.00006, 0.00010, -0.00054, 0.99656, 1.00048, 1.00907, 0.00000, 0.12204, -0.10566, 1.08215, 1.00581, 1.03374
21625_2247c179-adda-46bc-af15-ed17a63421ea, 2055.00000, 44985.75000, 0.74427, 1.71655, 4243.50000, 70731.00000, 1.34540, 3.18829, 3832.00000, 30172.75000, 1.09344, 2.47638, 0.00220, 0.00025, 0.00067, 0.98952, 0.99107, 0.97707, 0.74427, 0.22202, -0.08769, 0.90427, 0.98585, 1.02426
21625_325dec63-e560-4b89-bff8-9eff86420211, 2011.50000, 44755.00000, 0.00000, 1.92190, 4290.50000, 70636.00000, 1.20662, 3.23738, 3885.00000, 30122.50000, 1.17241, 2.39952, 0.00120, 0.00095, 0.00263, 0.98520, 0.98895, 0.97324, 0.00000, 0.08323, -0.00873, 1.01245, 1.00103, 0.99247
21625_5128fc48-e394-4aa3-9036-d9bc94139774, 1997.50000, 45294.25000, 1.40070, 1.52644, 4225.00000, 71017.00000, 1.05331, 3.27722, 3868.50000, 30001.00000, 0.59690, 2.71088, 0.00088, -0.00002, 0.00202, 0.99795, 0.99561, 0.96934, 1.40070, -0.07007, -0.58423, 0.80412, 1.01335, 1.12125
21658_bdbcbf8c-404a-4d09-8355-6bf219f79025, 2029.00000, 45735.25000, 0.00000, 1.92823, 4250.50000, 69106.75000, 1.12328, 3.25695, 3808.00000, 30660.75000, 1.16261, 2.43582, 0.00160, 0.00036, -0.00022, 1.00739, 0.96675, 0.99606, 0.00000, -0.00010, -0.01853, 1.01579, 1.00708, 1.00748
21658_63c5fcd2-a165-420c-b96f-ed8d878751cc, 2076.00000, 49066.00000, 0.74944, 1.67453, 4221.00000, 68778.75000, 1.28053, 3.17778, 3834.00000, 31751.00000, 0.62288, 2.63213, 0.00269, -0.00008, 0.00074, 1.08308, 0.96230, 1.03554, 0.74944, 0.15715, -0.55825, 0.88213, 0.98260, 1.08868
21658_4392e1dd-7350-472e-949b-bb28405db237, 1901.00000, 53388.50000, 1.00352, 1.74825, 4202.00000, 67467.50000, 1.67487, 3.07660, 3721.50000, 32427.25000, 1.14539, 2.51690, -0.00135, -0.00037, -0.00343, 1.18674, 0.94304, 1.06479, 1.00352, 0.55149, -0.03575, 0.92097, 0.95131, 1.04102
21658_f5d9e8de-107d-4faa-bc70-04d6fa60f1dd, 1964.50000, 62222.25000, 1.59989, 2.15747, 4011.00000, 62749.50000, 3.19942, 3.36218, 3457.00000, 32864.00000, 1.71208, 3.10827, 0.00012, -0.00321, -0.01324, 1.38889, 0.87556, 1.09080, 1.59989, 2.07604, 0.53095, 1.13655, 1.03962, 1.28562
21658_2dc9e861-84ab-436b-9cf6-c335f1a6e1d4, 1784.00000, 47164.00000, 13.45870, 4.88386, 4028.00000, 45207.00000, 19.02380, 5.21034, 3278.50000, 43624.00000, 17.25420, 5.06180, -0.00405, -0.00296, -0.01986, 1.04597, 0.61382, 1.49655, 13.45870, 17.90042, 16.07307, 2.57280, 1.61109, 2.09361
20110_79726b39-5b35-4f6d-bf06-707944978432, 1507.50000, 34254.75000, 0.53017, 1.95136, 3169.50000, 66840.75000, 1.18317, 3.01330, 3167.50000, 30590.50000, 1.04222, 2.40609, 0.00296, 0.00039, -0.00190, 0.94189, 1.00269, 0.97146, -0.43328, -0.07279, -0.02819, 1.05432, 1.00587, 0.97784
20110_27ec0d22-93b5-4223-890c-6d071450e050, 1345.50000, 33756.25000, 0.00000, 2.00816, 3188.50000, 67026.75000, 1.17392, 3.06268, 3296.00000, 30682.75000, 0.92018, 2.62377, -0.00170, 0.00069, 0.00266, 0.93221, 1.00532, 0.97017, -0.96345, -0.08205, -0.15022, 1.08501, 1.02235, 1.06630
20110_40f50f8e-05f0-4cb9-b196-0e954bca7e3c, 1503.00000, 39220.00000, 0.00000, 2.48793, 3203.50000, 89804.00000, 1.90804, 3.08542, 3307.00000, 38752.75000, 0.33213, 3.36087, 0.00283, 0.00092, 0.00305, 1.08483, 1.36378, 1.25566, -0.96345, 0.65208, -0.73828, 1.34423, 1.02994, 1.36586
20110_6fd74024-0798-46ec-935b-d4b51244ceb8, 1512.00000, 19090.25000, 0.00000, 5.61089, 3179.00000, 136115.50000, 11.46750, 4.41571, 3211.00000, 76108.00000, 11.15720, 5.01048, 0.00309, 0.00054, -0.00035, 0.50559, 2.09348, 2.58237, -0.96345, 10.21154, 10.08679, 3.03157, 1.47400, 2.03627
20110_cb8e14b2-8b84-4623-aca6-8f7faa1d8ec3, 1398.00000, 1762.50000, 0.00000, 8.04173, 3084.00000, 3751.50000, 0.00000, 38.24290, 3070.50000, 2862.00000, 0.00000, 10000000.00000, -0.00019, -0.00096, -0.00533, 0.01048, 0.01051, -0.00739, -0.96345, -1.25597, -1.07041, 4.34495, 12.76585, 4064008.12802
20153_1a474e72-ef07-46fd-85eb-bf3c154e47f7, 1364.00000, 58832.50000, 0.66343, 1.92579, 3136.00000, 85863.75000, 1.45550, 2.97327, 3198.50000, 50085.25000, 0.80622, 2.59889, -0.00116, -0.00014, -0.00080, 1.65293, 1.30279, 1.66096, -0.30002, 0.19953, -0.26418, 1.04051, 0.99250, 1.05619
20153_f48ce60b-a02d-4456-8cad-4c5df98c5034, 1451.50000, 70438.75000, 0.26603, 2.04013, 3089.00000, 91427.25000, 1.51508, 2.95248, 3188.00000, 57611.25000, 0.58243, 2.64103, 0.00135, -0.00088, -0.00117, 1.98423, 1.39115, 1.92794, -0.69742, 0.25911, -0.48798, 1.10228, 0.98557, 1.07331
20153_27879d02-e6cd-4861-8d3f-d97837c39462, 1430.50000, 80589.00000, 0.41525, 2.02135, 3188.50000, 91894.50000, 1.49865, 2.99361, 3191.00000, 68088.75000, 0.51650, 2.65792, 0.00075, 0.00069, -0.00106, 2.27678, 1.39694, 2.29899, -0.54820, 0.24269, -0.55390, 1.09213, 0.99929, 1.08018
20153_943f6177-70a4-439d-b448-2eec40820699, 1410.00000, 84650.25000, 0.00000, 2.01290, 3191.00000, 89392.00000, 1.54461, 2.98874, 3270.50000, 69194.50000, 0.67381, 2.63250, 0.00016, 0.00072, 0.00175, 2.39418, 1.35749, 2.33535, -0.96345, 0.28865, -0.39659, 1.08757, 0.99767, 1.06985
20153_c5f9b6a7-5506-4636-8def-d5d531f8a93a, 1528.50000, 88865.00000, 0.42376, 2.01648, 3170.00000, 93808.50000, 1.41775, 3.00451, 3312.50000, 74873.75000, 0.54412, 2.69060, 0.00357, 0.00039, 0.00324, 2.51200, 1.42737, 2.53505, -0.53969, 0.16178, -0.52629, 1.08951, 1.00293, 1.09346
20248_6f4edeb4-c3fb-4cac-8842-2d2e945b0109, 1178.00000, 38824.50000, 0.00000, 1.85616, 3131.00000, 66001.50000, 1.51258, 2.94019, 3266.50000, 31288.75000, 1.06400, 2.49968, -0.00651, -0.00022, 0.00161, 1.08280, 0.99008, 0.99268, -0.96345, 0.25661, -0.00641, 1.00288, 0.98146, 1.01587
20248_3c3a7bea-a122-4ba4-80bb-a4eb650e7412, 1515.00000, 39274.50000, 0.55921, 2.02266, 3124.50000, 63952.00000, 1.33144, 3.01999, 3239.00000, 29470.50000, 1.17995, 2.37384, 0.00318, -0.00032, 0.00064, 1.08605, 0.95791, 0.92925, -0.40424, 0.07547, 0.10954, 1.09285, 1.00810, 0.96473
20248_d25f10e2-5673-4339-985c-cb6a495ce63a, 1505.50000, 40490.75000, 1.09073, 1.81420, 3160.50000, 60638.00000, 1.46930, 2.92337, 3277.00000, 28304.75000, 0.93579, 2.52134, 0.00290, 0.00024, 0.00198, 1.12130, 0.90515, 0.88660, 0.12728, 0.21334, -0.13462, 0.98021, 0.97585, 1.02467
20248_01cf2c1f-21e6-4d24-812d-b0a62e75490b, 1394.00000, 40565.25000, 0.77328, 1.90820, 3150.00000, 54450.50000, 1.54273, 2.88631, 3239.50000, 26501.50000, 0.85713, 2.65231, -0.00030, 0.00008, 0.00066, 1.12665, 0.80788, 0.82405, -0.19017, 0.28676, -0.21328, 1.03100, 0.96348, 1.07790
20248_126f140a-ff47-436a-83fa-8ae5dfd1c1c1, 1418.50000, 34908.25000, 0.00000, 2.09619, 3199.00000, 45033.50000, 1.46935, 2.89003, 3318.00000, 21082.50000, 0.93821, 2.58181, 0.00040, 0.00085, 0.00344, 0.96324, 0.65881, 0.62931, -0.96345, 0.21338, -0.13219, 1.13257, 0.96472, 1.04925
20414_390c8884-eebd-40c9-ab08-3b6daaa9d071, 1325.50000, 55544.25000, 0.00000, 2.29334, 3053.00000, 73525.75000, 2.83574, 2.90930, 3068.50000, 42849.25000, 1.53457, 2.77302, -0.00227, -0.00145, -0.00540, 1.55946, 1.10980, 1.40923, -0.96345, 1.57977, 0.46416, 1.23909, 0.97115, 1.12696
20414_113c53f6-7334-4c49-be5c-c69abaad6443, 1365.00000, 74848.50000, 2.13794, 2.41855, 3065.00000, 76594.00000, 4.86736, 3.18267, 3125.00000, 53017.00000, 3.54935, 3.01677, -0.00114, -0.00126, -0.00340, 2.11355, 1.15793, 1.76742, 1.17450, 3.61140, 2.47894, 1.30675, 1.06240, 1.22602
20414_36bef836-239e-4304-97be-23d7e4fee84f, 1376.00000, 80473.75000, 3.27150, 4.26934, 3065.00000, 88552.50000, 8.36788, 4.84176, 2994.00000, 71609.00000, 7.56015, 4.69510, -0.00082, -0.00126, -0.00804, 2.27503, 1.34625, 2.43068, 2.30805, 7.11192, 6.48974, 2.30673, 1.61623, 1.90809
20414_cd95abe8-86e8-4338-b2d0-122c3e00164c, 1411.00000, 8411.25000, 0.00000, 5.56339, 3109.00000, 9957.00000, 2.14534, 18.91570, 3097.50000, 10271.50000, 0.94810, 16.86210, 0.00019, -0.00057, -0.00437, 0.20134, 0.10784, 0.25414, -0.96345, 0.88938, -0.12231, 3.00590, 6.31424, 6.85277
20414_d7e6dbb9-9bec-434a-99eb-553053b9b5ef, 1414.00000, 4882.00000, 1.37737, 5.95321, 3270.50000, 6615.75000, 3.31499, 18.86195, 3069.50000, 6362.00000, 0.00000, 17.82980, 0.00027, 0.00198, -0.00537, 0.09975, 0.05268, 0.11664, 0.41392, 2.05903, -1.07041, 3.21652, 6.29630, 7.24605
20484_ad8dc54e-b0b3-4196-b829-31b06b00ca00, 1358.00000, 38330.50000, 0.00000, 1.95883, 3105.50000, 66575.25000, 1.21676, 3.04415, 3217.00000, 33231.50000, 1.03987, 2.50286, -0.00134, -0.00062, -0.00014, 1.06341, 0.99952, 1.06326, -0.96345, -0.03921, -0.03053, 1.05836, 1.01616, 1.01716
20484_8a914936-06a0-4640-bc12-507b8b31769c, 1355.50000, 37384.00000, 1.06646, 1.72519, 3097.00000, 65651.25000, 1.39398, 2.95014, 3189.00000, 32065.25000, 1.04284, 2.47332, -0.00141, -0.00076, -0.00113, 1.03626, 0.98510, 1.02294, 0.10301, 0.13802, -0.02757, 0.93212, 0.98478, 1.00516
20484_c3ea23d5-39cb-4d71-9b34-10580108a3ce, 1361.50000, 36363.50000, 0.00000, 2.03951, 3138.50000, 67032.25000, 1.42112, 2.94846, 3258.00000, 31869.00000, 0.56127, 2.68279, -0.00124, -0.00010, 0.00131, 1.00674, 1.00620, 1.01354, -0.96345, 0.16515, -0.50914, 1.10195, 0.98423, 1.09029
20484_e2082198-ec6f-4b03-9485-f8cbe36669b4, 1379.00000, 38155.75000, 0.00000, 2.11404, 3131.00000, 67152.25000, 1.28590, 3.00880, 3157.50000, 32231.50000, 1.01466, 2.47823, -0.00073, -0.00022, -0.00225, 1.05778, 1.00820, 1.02994, -0.96345, 0.02993, -0.05574, 1.14222, 1.00437, 1.00715
20484_4d239f79-903f-4332-955a-851c8b7e85bc, 1334.00000, 37567.75000, 0.00000, 1.98551, 3105.50000, 66375.50000, 1.24499, 3.02783, 3262.00000, 32429.00000, 1.12990, 2.42860, -0.00203, -0.00062, 0.00145, 1.04217, 0.99637, 1.03324, -0.96345, -0.01097, 0.05950, 1.07277, 1.01072, 0.98699
20525_d5a52df2-0958-4a6b-86f6-eb76d28a5d09, 1359.50000, 37852.50000, 0.42713, 1.95517, 3125.00000, 66653.00000, 1.29997, 3.03511, 3134.00000, 32313.25000, 0.92824, 2.63539, -0.00129, -0.00031, -0.00308, 1.04962, 1.00044, 1.03367, -0.53632, 0.04401, -0.14217, 1.05638, 1.01315, 1.07102
20525_419e9f50-5387-4571-ae50-28093ca3adbd, 1397.50000, 36993.25000, 1.27734, 1.64615, 3143.00000, 65221.75000, 1.50028, 2.92616, 3186.50000, 32249.00000, 0.95745, 2.49150, -0.00020, -0.00003, -0.00122, 1.02382, 0.97761, 1.02954, 0.31389, 0.24432, -0.11295, 0.88941, 0.97678, 1.01255
20525_fa18bfdc-a02d-45ab-8427-47647207207a, 1344.00000, 42880.25000, 0.00000, 2.02780, 3108.00000, 64788.00000, 1.51427, 2.92332, 3194.50000, 34436.50000, 0.83117, 2.66233, -0.00174, -0.00058, -0.00094, 1.19468, 0.97133, 1.10674, -0.96345, 0.25831, -0.23923, 1.09562, 0.97583, 1.08197
20525_a67f5d98-e0f8-43cb-8aaf-de248e535078, 1405.00000, 63480.50000, 0.00000, 2.03765, 3103.50000, 71065.25000, 1.55344, 2.85396, 3142.50000, 46016.50000, 0.56553, 2.70669, 0.00001, -0.00065, -0.00278, 1.78543, 1.07026, 1.51881, -0.96345, 0.29747, -0.50488, 1.10094, 0.95268, 1.10000
20525_22b97a06-5302-40f2-bf68-5c6796d7bd73, 1365.00000, 77064.00000, 0.00000, 2.15390, 3137.50000, 84437.50000, 1.48862, 2.96589, 3232.50000, 55728.50000, 0.53600, 2.76504, -0.00114, -0.00012, 0.00041, 2.17728, 1.28031, 1.85966, -0.96345, 0.23265, -0.53440, 1.16375, 0.99004, 1.12371
20561_b67de93f-d97b-485e-9063-586c7baeab75, 1359.50000, 36170.50000, 0.97824, 1.78521, 3128.00000, 64386.25000, 1.36394, 3.01679, 3177.50000, 31349.75000, 1.03584, 2.50959, -0.00129, -0.00027, -0.00154, 1.00124, 0.96469, 0.99800, 0.01479, 0.10797, -0.03457, 0.96455, 1.00703, 1.01990
20561_0a23f623-1758-4542-b155-910b9fdcd3a3, 1193.00000, 36438.25000, 0.00000, 1.91913, 3091.00000, 66106.00000, 1.31317, 2.99740, 3176.00000, 31161.00000, 1.10899, 2.44397, -0.00608, -0.00085, -0.00159, 1.01373, 0.99236, 0.99137, -0.96345, 0.05720, 0.03858, 1.03691, 1.00056, 0.99323
20561_dbd4ca7b-dc40-45f6-ae47-b0b664972090, 1412.50000, 39054.25000, 0.00000, 2.16128, 3140.00000, 66542.50000, 1.61246, 2.95303, 3217.00000, 32232.25000, 1.02278, 2.58374, 0.00023, -0.00008, -0.00014, 1.08266, 0.99846, 1.02786, -0.96345, 0.35650, -0.04763, 1.16774, 0.98575, 1.05003
20561_bfde243b-4d9c-4fcb-baef-ec085a7178e4, 1437.00000, 42762.75000, 0.77320, 2.03158, 3094.50000, 66967.50000, 1.73642, 2.94783, 3172.00000, 31270.75000, 0.98237, 2.85064, 0.00093, -0.00080, -0.00174, 1.18862, 1.00587, 0.99539, -0.19024, 0.48046, -0.08803, 1.09766, 0.98401, 1.15850
20561_f4899d34-e575-4ae6-bde8-32bd773e31e5, 1275.00000, 49437.00000, 1.47630, 2.37694, 3005.00000, 72189.25000, 3.50454, 3.05415, 3025.00000, 27550.75000, 2.19822, 3.50722, -0.00372, -0.00220, -0.00694, 1.38525, 1.08951, 0.86882, 0.51285, 2.24857, 1.12781, 1.28426, 1.01950, 1.42534
20940_0149094c-2669-4bee-8e45-4870fe896ad3, 1450.50000, 40304.75000, 0.22659, 2.07783, 3166.50000, 69602.25000, 1.58496, 2.91312, 3218.00000, 33288.75000, 0.96709, 2.49233, 0.00132, 0.00034, -0.00011, 1.11754, 1.04623, 1.06525, -0.73686, 0.32899, -0.10332, 1.12265, 0.97243, 1.01288
20940_f7fb45a2-a8db-4d28-af97-cbeeeb8c0a93, 1386.50000, 39899.50000, 0.00000, 1.95520, 3124.00000, 69890.00000, 1.55510, 2.91740, 3272.00000, 33419.00000, 0.52105, 2.65259, -0.00052, -0.00033, 0.00181, 1.10772, 1.05143, 1.06795, -0.96345, 0.29913, -0.54936, 1.05640, 0.97386, 1.07801
20940_cba2c2e2-e548-4728-ba5f-5523e9f23191, 1565.50000, 39025.75000, 1.11402, 1.78038, 3187.50000, 70150.75000, 1.32918, 2.99728, 3262.00000, 32886.75000, 1.02036, 2.47429, 0.00463, 0.00067, 0.00145, 1.07744, 1.05454, 1.04945, 0.15058, 0.07321, -0.05005, 0.96194, 1.00052, 1.00555
20940_7b25859a-22fb-4960-85ba-0dc0bf31c8f2, 1427.00000, 38415.75000, 1.16822, 1.68777, 3164.00000, 70050.00000, 1.50640, 2.92778, 3264.50000, 32337.75000, 0.54291, 2.74555, 0.00065, 0.00030, 0.00154, 1.06388, 1.05332, 1.02992, 0.20477, 0.25044, -0.52750, 0.91190, 0.97732, 1.11579
20940_92f9179d-916e-40dd-9607-4802ed8803d4, 1399.50000, 40574.00000, 1.31553, 1.72329, 3143.50000, 71493.25000, 1.31425, 3.01040, 3238.00000, 33257.75000, 1.09690, 2.43124, -0.00014, -0.00002, 0.00060, 1.12675, 1.07637, 1.06345, 0.35208, 0.05828, 0.02649, 0.93109, 1.00490, 0.98806
