id_chemical,cherry-initial-fluorescence,cherry-final-fluorescence,cherry-lagtime2,cherry-doubletime,sapphire-initial-fluorescence,sapphire-final-fluorescence,sapphire-lagtime2,sapphire-doubletime,venus-initial-fluorescence,venus-final-fluorescence,venus-lagtime2,venus-doubletime,F-Cherry,F-Sapphire,F-Venus,HitRatio-Cherry,HitRatio-Sapphire,HitRatio-Venus,MIY-Cherry,MIY-Sapphire,MIY-Venus,DT-Cherry,DT-Sapphire,DT-Venus
21174_1fe917ce-a010-4552-ab8d-b45f507397ef, 1952.00000, 46646.00000, 0.00000, 1.98933, 3068.00000, 58365.00000, 0.89635, 2.79177, 4369.00000, 22426.00000, 0.00000, 3.56507, -0.00245, -0.00046, -0.00369, 0.95776, 0.92024, 0.84915, 0.00000, 0.08193, 0.00000, 1.03884, 0.99669, 1.04722
21453_a55cbb50-c300-4ca1-b58d-07ad8d3a21d7, 1901.00000, 51148.25000, 0.00000, 1.97715, 3087.00000, 62935.75000, 1.09396, 2.84065, 4382.50000, 26784.00000, 0.00000, 3.51824, -0.00355, -0.00014, -0.00306, 1.05534, 0.99599, 1.05346, 0.00000, 0.27954, 0.00000, 1.03248, 1.01414, 1.03346
21187_9e5d52d5-6a07-44ca-aa1a-c0e2bf7f0bc2, 2047.00000, 45749.50000, 0.00000, 1.96657, 3089.00000, 60974.00000, 0.83450, 2.82666, 4464.00000, 24208.00000, 0.00000, 3.51897, -0.00042, -0.00011, 0.00078, 0.93652, 0.96331, 0.92848, 0.00000, 0.02008, 0.00000, 1.02696, 1.00915, 1.03368
20434_2dff79bb-ab35-49e1-a685-400d6cc1e9f5, 2095.00000, 45517.00000, 0.00000, 2.07019, 3128.00000, 61634.00000, 0.90076, 2.86432, 4306.00000, 25556.00000, 0.00000, 3.30261, 0.00061, 0.00054, -0.00665, 0.93050, 0.97364, 0.99931, 0.00000, 0.08633, 0.00000, 1.08107, 1.02259, 0.97012
20917_d7e53441-95f1-4ed6-bd2f-55d0fd067ce1, 1978.00000, 46626.50000, 0.00000, 1.99669, 3080.00000, 61420.00000, 0.80836, 2.81377, 4300.00000, 24830.00000, 0.00000, 3.39836, -0.00190, -0.00026, -0.00694, 0.95679, 0.97088, 0.96545, 0.00000, -0.00606, 0.00000, 1.04269, 1.00455, 0.99825
20330_3478a2df-c766-4aa6-a7fa-3fe6852f5e99, 1795.00000, 46193.00000, 0.00000, 1.90724, 3040.00000, 59881.00000, 0.91717, 2.81799, 4320.00000, 24490.50000, 0.00000, 3.41441, -0.00582, -0.00092, -0.00600, 0.95142, 0.94593, 0.94854, 0.00000, 0.10275, 0.00000, 0.99597, 1.00605, 1.00297
20457_a42c57b4-1e03-4b9f-9dd9-a449e87e4b97, 2181.00000, 47853.00000, 1.62556, 1.36180, 3264.00000, 60911.00000, 0.82588, 3.02263, 4216.00000, 25334.50000, 0.00000, 3.34466, 0.00245, 0.00280, -0.01089, 0.97872, 0.95934, 0.99312, 1.62556, 0.01145, 0.00000, 0.71114, 1.07911, 0.98248
21606_f7dc0b19-996a-42e3-a3c7-11d2df0c0f9a, 2245.00000, 45463.00000, 0.00000, 2.17105, 3031.00000, 60173.00000, 0.99233, 2.75650, 4297.00000, 24534.00000, 0.00000, 3.41164, 0.00383, -0.00107, -0.00708, 0.92613, 0.95094, 0.95167, 0.00000, 0.17791, 0.00000, 1.13374, 0.98410, 1.00215
21051_115d5ce0-266d-48e8-9a11-cac0e0dfb7b5, 2050.00000, 46042.50000, 0.00000, 2.06172, 3016.00000, 61388.00000, 0.94143, 2.79377, 4189.00000, 24941.50000, 0.00000, 3.31801, -0.00035, -0.00132, -0.01216, 0.94273, 0.97141, 0.97591, 0.00000, 0.12701, 0.00000, 1.07664, 0.99741, 0.97465
20865_3095069b-6c66-4cd5-98cd-66f517cbb194, 1973.00000, 44465.00000, 0.00000, 2.02923, 3042.00000, 61182.50000, 0.89246, 2.79091, 4284.00000, 23748.00000, 0.00000, 3.42423, -0.00200, -0.00089, -0.00769, 0.91058, 0.96756, 0.91532, 0.00000, 0.07804, 0.00000, 1.05968, 0.99639, 1.00585
21052_e4e66359-99d1-4f26-bfc3-3a63a07bcc73, 1950.00000, 46670.50000, 0.00000, 1.93633, 3080.00000, 60848.00000, 0.91319, 2.83055, 4242.00000, 24412.00000, 0.00000, 3.45669, -0.00250, -0.00026, -0.00966, 0.95833, 0.96136, 0.94852, 0.00000, 0.09877, 0.00000, 1.01116, 1.01054, 1.01538
20156_306655ea-78b5-48cf-a176-27582c0db4ee, 2004.00000, 47427.50000, 1.51341, 1.34297, 3042.00000, 60876.00000, 0.85441, 2.84217, 4385.00000, 24565.00000, 0.00000, 3.46455, -0.00134, -0.00089, -0.00294, 0.97340, 0.96246, 0.94899, 1.51341, 0.03999, 0.00000, 0.70131, 1.01469, 1.01769
20260_54a506de-0564-4afa-8169-a680fc5b518c, 1860.00000, 44343.00000, 0.00000, 2.01635, 3072.00000, 61242.50000, 0.82849, 2.84960, 4366.00000, 24313.50000, 0.00000, 3.51506, -0.00443, -0.00039, -0.00383, 0.91038, 0.96806, 0.93805, 0.00000, 0.01407, 0.00000, 1.05295, 1.01734, 1.03253
20119_ef23f97a-d217-400c-947a-a69751c1fa73, 1938.00000, 44657.00000, 0.00000, 2.01933, 3036.00000, 60502.00000, 0.96870, 2.75335, 4240.00000, 24271.50000, 0.00000, 3.42417, -0.00275, -0.00099, -0.00976, 0.91544, 0.95633, 0.94200, 0.00000, 0.15428, 0.00000, 1.05451, 0.98298, 1.00583
20445_0146aef6-812e-4d9b-9830-beeafb9ecce9, 1801.00000, 44463.00000, 0.00000, 1.90252, 3007.00000, 59599.00000, 0.88917, 2.81446, 4312.00000, 24610.00000, 0.00000, 3.43146, -0.00569, -0.00147, -0.00637, 0.91422, 0.94179, 0.95454, 0.00000, 0.07475, 0.00000, 0.99351, 1.00479, 1.00797
21540_087980d1-d601-44bb-9172-4374a7c7fabd, 2192.00000, 45592.50000, 1.62556, 1.20440, 3142.00000, 61492.50000, 0.94824, 2.82064, 4286.00000, 22996.50000, 0.00000, 3.50836, 0.00269, 0.00077, -0.00759, 0.93004, 0.97105, 0.87988, 1.62556, 0.13382, 0.00000, 0.62895, 1.00700, 1.03056
20432_80bd5306-c8a3-4a1f-880a-e743447c1a5f, 2093.00000, 45435.00000, 0.00000, 1.93286, 3134.00000, 62736.50000, 0.84273, 2.79619, 4560.00000, 25437.50000, 0.00000, 3.44651, 0.00057, 0.00064, 0.00529, 0.92879, 0.99189, 0.98179, 0.00000, 0.02831, 0.00000, 1.00935, 0.99827, 1.01239
21505_5d77a462-bca1-43bf-a6e7-dfe50cdf2052, 1645.00000, 45985.00000, 0.00000, 1.97298, 2960.00000, 59533.00000, 0.61779, 3.01737, 4274.00000, 24559.50000, 0.00000, 3.52801, -0.00903, -0.00225, -0.00816, 0.95018, 0.94147, 0.95395, 0.00000, -0.19663, 0.00000, 1.03030, 1.07723, 1.03633
21619_7de128ed-a95f-441e-8f69-660589dad521, 1921.00000, 17220.50000, 0.00000, 2.17213, 3045.00000, 16789.50000, 0.75907, 3.82337, 4236.00000, 23203.00000, 0.00000, 3.60224, -0.00312, -0.00084, -0.00995, 0.32786, 0.22873, 0.89195, 0.00000, -0.05535, 0.00000, 1.13430, 1.36498, 1.05814
21211_a58a9abe-c8f9-4a56-aebe-1c49c76f51af, 1617.00000, 45517.00000, 0.00000, 1.79448, 3031.00000, 60115.00000, 0.87545, 2.85359, 4239.00000, 24270.00000, 0.00000, 3.47047, -0.00963, -0.00107, -0.00980, 0.94075, 0.94998, 0.94198, 0.00000, 0.06103, 0.00000, 0.93709, 1.01876, 1.01943
21649_69028a1e-2270-48f2-b671-2ae71d54c0c3, 1891.00000, 43860.00000, 0.00000, 1.93731, 2927.00000, 58951.50000, 0.87639, 2.79373, 4223.00000, 23867.00000, 0.00000, 3.49610, -0.00376, -0.00280, -0.01056, 0.89937, 0.93234, 0.92378, 0.00000, 0.06196, 0.00000, 1.01168, 0.99739, 1.02696
21229_6c14b28d-dfff-4310-821c-ca9052b4be31, 1915.00000, 45987.50000, 0.00000, 1.91959, 3052.00000, 59408.00000, 0.91015, 2.84371, 4084.00000, 23200.00000, 0.00000, 3.50514, -0.00325, -0.00072, -0.01709, 0.94444, 0.93786, 0.89895, 0.00000, 0.09573, 0.00000, 1.00242, 1.01524, 1.02962
21883_ee72a0bc-6d5b-49cd-b32b-0bf46da988ae, 1810.00000, 42789.00000, 0.00000, 1.89053, 2982.00000, 57840.00000, 0.90822, 2.86559, 4260.00000, 22968.00000, 0.00000, 3.59975, -0.00550, -0.00189, -0.00882, 0.87815, 0.91293, 0.87977, 0.00000, 0.09379, 0.00000, 0.98725, 1.02305, 1.05741
21883_8a3deb25-b345-49fb-afad-37259af5d1b3, 1833.00000, 45624.00000, 0.00000, 2.01107, 2979.00000, 58573.50000, 0.90450, 2.85078, 4242.00000, 23768.00000, 0.00000, 3.51864, -0.00500, -0.00194, -0.00966, 0.93841, 0.92519, 0.91823, 0.00000, 0.09008, 0.00000, 1.05019, 1.01776, 1.03358
21237_97f5ad76-7818-4a6e-aef3-ce36bc5d8b97, 1908.00000, 47079.50000, 0.00000, 2.00696, 3076.00000, 58704.00000, 0.92308, 2.85296, 4351.00000, 23546.00000, 0.00000, 3.55620, -0.00340, -0.00032, -0.00454, 0.96800, 0.92574, 0.90267, 0.00000, 0.10866, 0.00000, 1.04805, 1.01854, 1.04462
21253_604dba8a-486d-4ab3-9a90-03a79d05d595, 1712.00000, 45650.00000, 0.00000, 1.78990, 3047.00000, 61211.00000, 0.83146, 2.82514, 4425.00000, 22800.00000, 0.00000, 3.64900, -0.00760, -0.00081, -0.00106, 0.94156, 0.96795, 0.86411, 0.00000, 0.01704, 0.00000, 0.93470, 1.00861, 1.07187
21252_7dc6b543-7541-433b-99c5-ef9ca0377ff2, 2029.00000, 46718.00000, 0.00000, 2.08205, 2998.00000, 60315.00000, 0.82040, 2.82164, 4305.00000, 23096.00000, 0.00000, 3.55223, -0.00080, -0.00162, -0.00670, 0.95766, 0.95385, 0.88367, 0.00000, 0.00598, 0.00000, 1.08726, 1.00736, 1.04345
21647_22200f09-faf1-4eef-8b16-cc1d216817b2, 1789.00000, 44290.00000, 0.00000, 1.94235, 3016.00000, 61045.00000, 0.82709, 2.79791, 4328.00000, 23885.50000, 0.00000, 3.51413, -0.00595, -0.00132, -0.00562, 0.91077, 0.96570, 0.91971, 0.00000, 0.01267, 0.00000, 1.01431, 0.99888, 1.03226
21013_c67271d7-0e27-40b7-abc9-24341e5ce9ba, 2160.00000, 47705.50000, -0.11712, 1.98043, 3060.00000, 61403.00000, 0.81500, 2.80677, 4472.00000, 25136.50000, 0.00000, 3.41390, 0.00200, -0.00059, 0.00115, 0.97601, 0.97093, 0.97177, -0.11712, 0.00058, 0.00000, 1.03419, 1.00205, 1.00282
21254_04e4c29a-952d-42d0-a717-e9897cbf69e7, 1784.00000, 46718.00000, 0.00000, 1.87952, 3125.00000, 62750.50000, 0.69921, 2.87270, 4429.00000, 24955.50000, 0.00000, 3.50206, -0.00605, 0.00049, -0.00087, 0.96291, 0.99227, 0.96528, 0.00000, -0.11521, 0.00000, 0.98150, 1.02559, 1.02871
17412_6e0cf229-87a4-4fd2-a0d6-5cda406d5ee6, 1863.00000, 48519.00000, 0.00000, 1.87575, 3006.00000, 59923.00000, 0.85609, 2.83470, 4196.00000, 23784.50000, 0.00000, 3.51919, -0.00436, -0.00149, -0.01183, 0.99981, 0.94720, 0.92117, 0.00000, 0.04166, 0.00000, 0.97953, 1.01202, 1.03374
21349_7efe3bee-0e6d-4b4e-929d-f4906ff69980, 1904.00000, 46478.00000, 0.00000, 1.86616, 3024.00000, 60904.00000, 0.89199, 2.73394, 4138.00000, 22928.00000, 0.00000, 3.43901, -0.00348, -0.00119, -0.01455, 0.95519, 0.96322, 0.88362, 0.00000, 0.07757, 0.00000, 0.97452, 0.97605, 1.01019
21516_6b8ce00d-21d5-476a-b168-14203edfaf5b, 2068.00000, 44730.00000, 0.00000, 2.09731, 2911.00000, 58678.00000, 0.61461, 2.99638, 4129.00000, 23522.50000, 0.00000, 3.44424, 0.00003, -0.00307, -0.01498, 0.91422, 0.92806, 0.91200, 0.00000, -0.19981, 0.00000, 1.09523, 1.06974, 1.01173
21525_5fdf8e3f-0353-4d2f-b883-e7d22f96ff3a, 1847.00000, 47939.00000, 0.00000, 2.01754, 3119.00000, 58438.00000, 0.84157, 2.90895, 4316.00000, 24044.00000, 0.00000, 3.49323, -0.00470, 0.00039, -0.00618, 0.98772, 0.92060, 0.92773, 0.00000, 0.02715, 0.00000, 1.05357, 1.03853, 1.02612
21849_93be80f3-66fe-4ae3-8689-196ac908d463, 1816.00000, 46158.50000, 0.00000, 1.91315, 2900.00000, 58228.00000, 0.91731, 2.92732, 4264.00000, 23851.00000, 0.00000, 3.54817, -0.00537, -0.00325, -0.00863, 0.95023, 0.92075, 0.92110, 0.00000, 0.10289, 0.00000, 0.99906, 1.04509, 1.04226
21850_df5ad95c-c732-48de-9d61-4ada640fe327, 2135.00000, 45945.50000, 0.00000, 2.15908, 3026.00000, 60774.50000, 0.87813, 2.79266, 4370.00000, 24113.00000, 0.00000, 3.52646, 0.00147, -0.00116, -0.00364, 0.93883, 0.96103, 0.92844, 0.00000, 0.06371, 0.00000, 1.12749, 0.99701, 1.03588
21851_c6bacd10-25ce-4b3a-b73b-fa92f809bb18, 1945.00000, 46953.00000, 0.00000, 1.95280, 2980.00000, 59237.00000, 0.76145, 2.87099, 4327.00000, 24324.00000, 0.00000, 3.46347, -0.00260, -0.00192, -0.00567, 0.96449, 0.93621, 0.94038, 0.00000, -0.05297, 0.00000, 1.01977, 1.02497, 1.01738
20751_b70548a7-0aba-4b67-97b0-91572a98302b, 1618.00000, 46642.50000, 0.00000, 1.78611, 3006.00000, 60139.50000, 0.67300, 2.98899, 4260.00000, 24164.00000, 0.00000, 3.58353, -0.00961, -0.00149, -0.00882, 0.96485, 0.95080, 0.93601, 0.00000, -0.14142, 0.00000, 0.93272, 1.06710, 1.05264
21852_b332868f-8585-49c3-a6b8-f509195bc80d, 1916.00000, 45299.00000, 0.00000, 1.99589, 2948.00000, 60871.00000, 0.93231, 2.74199, 4182.00000, 23996.00000, 0.00000, 3.38636, -0.00323, -0.00245, -0.01249, 0.92967, 0.96394, 0.93178, 0.00000, 0.11789, 0.00000, 1.04227, 0.97892, 0.99473
20216_e0667f92-64af-4500-9c76-999477520320, 1865.00000, 41867.00000, 1.11107, 1.75564, 3010.00000, 60365.00000, 0.96275, 2.98342, 4271.00000, 23893.00000, 0.00000, 3.59584, -0.00432, -0.00142, -0.00830, 0.85722, 0.95448, 0.92275, 1.11107, 0.14833, 0.00000, 0.91681, 1.06511, 1.05626
20216_f818e573-4c54-4711-b90d-f57b86ac063c, 1560.00000, 40307.00000, 0.00000, 1.92015, 3092.00000, 61146.50000, 0.95713, 2.99256, 4272.00000, 23535.50000, 0.00000, 3.62791, -0.01085, -0.00006, -0.00825, 0.83032, 0.96613, 0.90589, 0.00000, 0.14271, 0.00000, 1.00272, 1.06838, 1.06568
20507_f2841bcd-8f14-4cdb-b66b-86aad2c85d57, 2134.00000, 45871.00000, 0.00000, 2.01370, 3001.00000, 60244.00000, 0.87120, 2.80603, 4342.00000, 23987.50000, 0.00000, 3.46717, 0.00145, -0.00157, -0.00496, 0.93725, 0.95262, 0.92385, 0.00000, 0.05678, 0.00000, 1.05157, 1.00178, 1.01846
21015_0ffbb9f2-1871-4f76-9da2-b67c9ce64011, 2061.00000, 46761.00000, 0.00000, 1.89061, 3126.00000, 61324.50000, 0.87281, 2.78158, 4553.00000, 25375.50000, 0.00000, 3.45372, -0.00012, 0.00051, 0.00496, 0.95789, 0.96852, 0.97920, 0.00000, 0.05839, 0.00000, 0.98729, 0.99305, 1.01451
20134_897fc357-eadd-4ae7-9bf7-4c8f8d9db60b, 1708.00000, 17186.50000, 0.33538, 7.06119, 2817.00000, 26441.50000, 6.72785, 6.12409, 3987.00000, 70929.50000, 0.73171, 3.87713, -0.00768, -0.00463, -0.02166, 0.33169, 0.39315, 3.14805, 0.33538, 5.91343, 0.73171, 3.68740, 2.18637, 1.13889
21838_fe2338e0-817d-401c-a2b9-0caf03b7adec, 1920.00000, 47790.00000, 0.00000, 2.08508, 3009.00000, 59360.50000, 0.83345, 2.99260, 4208.00000, 24524.50000, 0.00000, 3.50310, -0.00314, -0.00144, -0.01126, 0.98296, 0.93778, 0.95541, 0.00000, 0.01903, 0.00000, 1.08884, 1.06839, 1.02902
20013_7bce6ab5-0448-4283-b240-f25b13af532e, 1972.00000, 47995.50000, 0.00000, 1.99943, 3044.00000, 60032.50000, 0.79719, 2.86767, 4222.00000, 23519.00000, 0.00000, 3.51108, -0.00203, -0.00086, -0.01060, 0.98625, 0.94839, 0.90746, 0.00000, -0.01723, 0.00000, 1.04412, 1.02379, 1.03136
21297_2ce46bdb-8bab-42ea-b589-0451093d9031, 1780.00000, 48000.00000, 0.00000, 1.98346, 2915.00000, 57407.50000, 0.72093, 2.98937, 4074.00000, 23555.50000, 0.00000, 3.54775, -0.00614, -0.00300, -0.01756, 0.99046, 0.90685, 0.91614, 0.00000, -0.09349, 0.00000, 1.03578, 1.06724, 1.04213
20174_1791fc99-2245-42f4-9553-25397c057884, 1792.00000, 46016.00000, 0.00000, 1.98410, 3008.00000, 55231.00000, 0.69641, 3.07680, 4171.00000, 23218.00000, 0.00000, 3.56460, -0.00588, -0.00146, -0.01300, 0.94769, 0.86908, 0.89571, 0.00000, -0.11801, 0.00000, 1.03611, 1.09845, 1.04708
21298_80045a03-f58b-4dbb-99b4-2d04dccc09c9, 1934.00000, 44730.00000, 1.62556, 1.27509, 2872.00000, 58884.00000, 0.82631, 2.79753, 4234.00000, 22924.00000, 0.00000, 3.50422, -0.00284, -0.00372, -0.01004, 0.91709, 0.93214, 0.87892, 1.62556, 0.01189, 0.00000, 0.66586, 0.99875, 1.02935
20175_825cda83-058e-4a08-9a23-1936987e9d56, 1900.00000, 45586.00000, 0.00000, 2.03004, 2994.00000, 58648.00000, 0.89107, 2.82078, 4063.00000, 23300.00000, 0.00000, 3.37646, -0.00357, -0.00169, -0.01808, 0.93616, 0.92618, 0.90464, 0.00000, 0.07664, 0.00000, 1.06010, 1.00705, 0.99182
20206_bcffe712-d2fe-4add-990c-5cdc290819ce, 1989.00000, 43971.00000, 1.33752, 1.67879, 2916.00000, 57884.50000, 0.89412, 2.85376, 4170.00000, 22233.00000, 0.00000, 3.52527, -0.00166, -0.00299, -0.01305, 0.89965, 0.91477, 0.84943, 1.33752, 0.07970, 0.00000, 0.87668, 1.01882, 1.03553
21724_6b9ae429-175e-49c4-8378-f7ae6ce73510, 2019.00000, 44997.00000, 0.00000, 2.11038, 3084.00000, 60363.00000, 0.95826, 2.83982, 4180.00000, 24198.50000, 0.00000, 3.49354, -0.00102, -0.00019, -0.01258, 0.92099, 0.95322, 0.94139, 0.00000, 0.14384, 0.00000, 1.10205, 1.01385, 1.02621
20329_2ada57c7-8b3d-4fc7-beaf-9e96c9127673, 1936.00000, 44431.00000, 0.00000, 1.95277, 2955.00000, 60701.00000, 0.79778, 2.85290, 4228.00000, 24073.50000, 0.00000, 3.48493, -0.00280, -0.00234, -0.01032, 0.91064, 0.96099, 0.93326, 0.00000, -0.01665, 0.00000, 1.01975, 1.01852, 1.02368
21812_4486ad2a-aeb9-4d45-a3df-43231424f37f, 1608.00000, 44303.50000, 0.00000, 1.84596, 3027.00000, 60398.00000, 0.89381, 2.78493, 4240.00000, 22641.00000, 0.00000, 3.57170, -0.00983, -0.00114, -0.00976, 0.91494, 0.95475, 0.86533, 0.00000, 0.07939, 0.00000, 0.96397, 0.99425, 1.04917
20337_e4f090da-1665-457e-bf9b-56862eaae0b6, 1946.00000, 44886.00000, 0.00000, 2.07179, 2975.00000, 59903.00000, 0.81329, 2.84830, 4220.00000, 24074.00000, 0.00000, 3.48332, -0.00258, -0.00201, -0.01070, 0.92018, 0.94738, 0.93366, 0.00000, -0.00113, 0.00000, 1.08190, 1.01687, 1.02321
21806_5425301a-4679-4252-a548-c9688a49d6fe, 1752.00000, 45516.00000, 0.00000, 1.76964, 3028.00000, 60724.00000, 0.98450, 2.76706, 4228.00000, 24449.50000, 0.00000, 3.40708, -0.00674, -0.00112, -0.01032, 0.93783, 0.96016, 0.95094, 0.00000, 0.17008, 0.00000, 0.92412, 0.98787, 1.00081
21514_c94c8e73-447f-425f-b909-05d1d3f2d55b, 1828.00000, 44508.50000, 0.00000, 1.99094, 3071.00000, 59282.50000, 0.92814, 2.85253, 4101.00000, 23754.00000, 0.00000, 3.37189, -0.00511, -0.00041, -0.01629, 0.91461, 0.93546, 0.92421, 0.00000, 0.11372, 0.00000, 1.03968, 1.01838, 0.99048
20354_944a8ea0-38ce-4afc-80b0-ef0f19fee11f, 1717.00000, 44260.00000, 0.00000, 1.83428, 3035.00000, 58831.50000, 0.81567, 2.88275, 4416.00000, 24687.00000, 0.00000, 3.48455, -0.00749, -0.00101, -0.00148, 0.91167, 0.92855, 0.95327, 0.00000, 0.00125, 0.00000, 0.95787, 1.02917, 1.02357
21531_1ebc70f0-4aa1-4cd3-b7ae-66f68acfff3c, 1543.00000, 46194.50000, 0.00000, 1.82329, 3064.00000, 60533.00000, 1.09863, 2.74395, 4302.00000, 24213.00000, 0.00000, 3.49461, -0.01122, -0.00052, -0.00684, 0.95685, 0.95638, 0.93634, 0.00000, 0.28421, 0.00000, 0.95213, 0.97962, 1.02652
20355_0308df56-38fe-477b-8c8e-651b38636894, 1974.00000, 44119.50000, 0.00000, 2.10510, 3063.00000, 57594.00000, 0.92649, 2.88088, 4293.00000, 24425.50000, 0.00000, 3.48844, -0.00198, -0.00054, -0.00727, 0.90315, 0.90749, 0.94675, 0.00000, 0.11207, 0.00000, 1.09930, 1.02851, 1.02471
21533_47b2538a-8cc7-4984-ab79-0ce92d92defb, 1760.00000, 46143.00000, 0.00000, 1.74545, 3069.00000, 62176.00000, 0.92592, 2.75122, 4448.00000, 23920.00000, 0.00000, 3.48686, -0.00657, -0.00044, 0.00002, 0.95110, 0.98364, 0.91569, 0.00000, 0.11150, 0.00000, 0.91149, 0.98222, 1.02425
516_b934352c-4b78-4c78-be53-25dab3137ee7, 1801.00000, 48329.00000, 0.00000, 1.94191, 2942.00000, 62425.50000, 0.58557, 2.95457, 4188.00000, 25135.00000, 0.00000, 3.39984, -0.00569, -0.00255, -0.01220, 0.99706, 0.98991, 0.98506, 0.00000, -0.22885, 0.00000, 1.01408, 1.05481, 0.99869
21325_0060dedc-9996-4837-a74f-6ade1500e337, 1956.00000, 50163.50000, 0.00000, 1.84500, 3517.00000, 64050.00000, 0.89330, 3.07040, 4305.00000, 24050.00000, 0.00000, 3.43048, -0.00237, 0.00701, -0.00670, 1.03305, 1.00737, 0.92853, 0.00000, 0.07888, 0.00000, 0.96347, 1.09617, 1.00769
21555_5baf1922-157b-4fc7-93b8-fd9520befda7, 2079.00000, 48076.00000, 0.00000, 2.10414, 3012.00000, 61743.00000, 0.82583, 2.85519, 4325.00000, 26468.50000, 0.00000, 3.37733, 0.00027, -0.00139, -0.00576, 0.98569, 0.97738, 1.04132, 0.00000, 0.01141, 0.00000, 1.09880, 1.01933, 0.99207
20101_dfc23d7f-ad09-4420-af77-100a62c10a83, 1947.00000, 46054.00000, 0.00000, 1.89808, 3025.00000, 63620.50000, 0.81196, 2.76693, 4145.00000, 24169.50000, 0.00000, 3.34888, -0.00256, -0.00117, -0.01423, 0.94518, 1.00841, 0.94168, 0.00000, -0.00246, 0.00000, 0.99119, 0.98782, 0.98372
21144_3b5f9776-84bc-4498-94b4-f5daa48c00bc, 1883.00000, 46098.00000, 0.00000, 1.87618, 2875.00000, 59302.00000, 0.83410, 2.79614, 3973.00000, 23420.50000, 0.00000, 3.29313, -0.00393, -0.00367, -0.02231, 0.94750, 0.93904, 0.91454, 0.00000, 0.01968, 0.00000, 0.97975, 0.99825, 0.96734
21170_3a069d84-3aa7-4b7e-974d-52c6921d7369, 1962.00000, 48556.00000, 0.00000, 2.06522, 3008.00000, 59590.00000, 0.71488, 2.92217, 4261.00000, 23957.00000, 0.00000, 3.57966, -0.00224, -0.00146, -0.00877, 0.99848, 0.94162, 0.92623, 0.00000, -0.09954, 0.00000, 1.07847, 1.04325, 1.05151
21767_004c2b8e-c370-4053-8b77-69689e928ada, 1863.00000, 75493.50000, 0.00000, 2.36592, 3060.00000, 71956.50000, 1.12798, 3.46218, 4211.00000, 17715.50000, 0.00000, 5.40508, -0.00436, -0.00059, -0.01112, 1.57785, 1.14656, 0.63507, 0.00000, 0.31356, 0.00000, 1.23550, 1.23604, 1.58771
20023_8a4d341d-f3dc-44c1-a282-2c5c1a93d62b, 1935.00000, 47798.00000, 0.00000, 1.98534, 2944.00000, 61589.00000, 0.72657, 2.85394, 4260.00000, 24880.50000, 0.00000, 3.48664, -0.00282, -0.00252, -0.00882, 0.98281, 0.97595, 0.96970, 0.00000, -0.08785, 0.00000, 1.03676, 1.01889, 1.02418
20106_1e63fd08-c5c0-4522-90b5-48e068d3808f, 1950.00000, 47302.50000, 1.28623, 1.47356, 3002.00000, 61629.00000, 0.74895, 2.91133, 4277.00000, 24845.50000, 0.00000, 3.53897, -0.00250, -0.00156, -0.00802, 0.97187, 0.97565, 0.96726, 1.28623, -0.06547, 0.00000, 0.76950, 1.03938, 1.03955
21577_cefc4768-80b1-4fb1-9c88-56adcf7e04af, 2131.00000, 48210.50000, 0.00000, 1.96986, 3020.00000, 61792.50000, 0.79242, 2.86326, 4276.00000, 24304.00000, 0.00000, 3.48275, 0.00138, -0.00126, -0.00806, 0.98745, 0.97807, 0.94184, 0.00000, -0.02200, 0.00000, 1.02867, 1.02222, 1.02304
20007_933074f4-7486-4080-9685-4456047e0849, 1891.00000, 47757.00000, 0.00000, 1.82773, 3021.00000, 62717.00000, 1.09638, 2.64970, 4327.00000, 24515.50000, 0.00000, 3.33640, -0.00376, -0.00124, -0.00567, 0.98288, 0.99344, 0.94939, 0.00000, 0.28196, 0.00000, 0.95445, 0.94597, 0.98005
21221_0549b4cc-9b0b-45a7-b1cc-647cb06ccba5, 1591.00000, 47743.00000, 0.00000, 1.77362, 2920.00000, 61067.00000, 0.83085, 2.81113, 4156.00000, 24464.00000, 0.00000, 3.40718, -0.01019, -0.00292, -0.01371, 0.98901, 0.96767, 0.95501, 0.00000, 0.01643, 0.00000, 0.92620, 1.00360, 1.00084
20041_aca86ad7-6ad1-4b7d-9539-9e7b9dd3b50b, 2264.00000, 45901.00000, 1.13590, 1.77576, 2942.00000, 61256.00000, 0.84448, 2.74559, 4377.00000, 23925.50000, 0.00000, 3.54307, 0.00423, -0.00255, -0.00332, 0.93511, 0.97044, 0.91929, 1.13590, 0.03006, 0.00000, 0.92731, 0.98021, 1.04076
20563_212522a3-205d-41ad-84ad-c017d5c17b53, 1946.00000, 48147.50000, 0.00000, 1.87468, 3015.00000, 60726.00000, 0.68365, 2.88709, 4423.00000, 25396.00000, 0.00000, 3.44833, -0.00258, -0.00134, -0.00115, 0.99007, 0.96041, 0.98628, 0.00000, -0.13077, 0.00000, 0.97897, 1.03072, 1.01293
21757_b2a85be1-504b-44ff-b8b5-52630fc38874, 1819.00000, 50847.50000, 0.00000, 1.74708, 3972.00000, 66491.50000, 1.04813, 3.09465, 4499.00000, 24457.00000, 0.00000, 3.51379, -0.00530, 0.01459, 0.00242, 1.05065, 1.04043, 0.93855, 0.00000, 0.23371, 0.00000, 0.91234, 1.10482, 1.03216
