plate,well-row,well-column,id_mixture,id_chemical         ,compound common name,SMILES,cherry_testname     ,cherry-error-code     ,cherry-initial-fluorescence,cherry-final-fluorescence,cherry-lagtime2,cherry-doubletime  ,sapphire_testname  ,sapphire-error-code  ,sapphire-initial-fluorescence,sapphire-final-fluorescence,sapphire-lagtime2,sapphire-doubletime,venus_testname     ,venus-error-code    ,venus-initial-fluorescence,venus-final-fluorescence,venus-lagtime2   ,venus-doubletime   ,plate layout,study,volume,concentration
3450,A,1,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,12419,37173,0,3.29601,SAPPHIRE405X384,0,8136,53684.5,0,2.89847,VENUS500X384,0,13134,27898.5,0,3.80436,1996,1438,0,0
3450,A,7,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,11813,32806,0,4.08539,SAPPHIRE405X384,0,7792,49608,0,3.18843,VENUS500X384,0,12854,24922,0,4.03509,1996,1438,0,0
3450,A,8,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,10091,31027.5,0,3.02368,SAPPHIRE405X384,0,7548,48775,0,3.16293,VENUS500X384,0,11993,23725,0,3.88758,1996,1438,0,0
3450,A,9,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,10905,33148,0,3.09923,SAPPHIRE405X384,0,7604,48667,0,3.18173,VENUS500X384,0,12315,24660,0,4.75244,1996,1438,0,0
3450,A,15,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,11652,32138,0,3.37941,SAPPHIRE405X384,0,7660,47814,0,2.96177,VENUS500X384,0,12555,24438,0,3.92366,1996,1438,0,0
3450,A,16,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,10873,30488,0,3.21264,SAPPHIRE405X384,0,7732,47327,0,3.29536,VENUS500X384,0,12106,23175,0,5.01016,1996,1438,0,0
3450,A,17,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,11637,31740,0,3.331,SAPPHIRE405X384,0,7754,48913,0,2.95594,VENUS500X384,0,12300,24257,0,3.88223,1996,1438,0,0
3450,A,23,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,12124,32682,0,3.28322,SAPPHIRE405X384,0,8011,50240,0,2.99872,VENUS500X384,0,12838,25816,0,4.87106,1996,1438,0,0
3450,A,24,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,12302,36797,0,3.22533,SAPPHIRE405X384,0,8181,53480,0,3.20904,VENUS500X384,0,13692,27772,0,5.01879,1996,1438,0,0
3450,B,6,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,10794,30019,0,3.08971,SAPPHIRE405X384,0,7598,47368,0,3.17819,VENUS500X384,0,12032,23272.5,0,5.61412,1996,1438,0,0
3450,B,7,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,10233,28626,0,2.97761,SAPPHIRE405X384,0,7620,45356.5,0,3.27603,VENUS500X384,0,11873,22810.5,0,5.55858,1996,1438,0,0
3450,B,8,2.01E+11,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,10249,28035,0,3.23744,SAPPHIRE405X384,0,7327,44420,0,3.2861,VENUS500X384,0,11440,21824,0,3.96988,1996,1438,0,0
