id_chemical,cherry-initial-fluorescence,cherry-final-fluorescence,cherry-lagtime2,cherry-doubletime  ,sapphire-initial-fluorescence,sapphire-final-fluorescence,sapphire-lagtime2,sapphire-doubletime,venus-initial-fluorescence,venus-final-fluorescence,venus-lagtime2   ,venus-doubletime   ,F-Cherry,F-Sapphire,F-Venus,HitRatio-Cherry,HitRatio-Sapphire,HitRatio-Venus,MIY-Cherry,MIY-Sapphire,MIY-Venus,DT-Cherry,DT-Sapphire,DT-Venus
21299_57e5293e-4a24-4cc1-8f89-8ad890abaea0, 1543.50000, 47281.50000, 1.49953, 1.69444, 3086.00000, 64400.00000, 1.90664, 2.66599, 3141.00000, 40602.00000, 0.60360, 2.39665, 0.00386, -0.00140, -0.00303, 0.96220, 0.99961, 0.94735, 0.78987, -0.00619, 0.00614, 0.91459, 0.98080, 0.97298
21317_fcafd511-2abb-4cb2-92ab-c92c5ecf7b46, 1431.00000, 45151.00000, 0.80608, 1.86284, 3203.00000, 61468.00000, 2.01188, 2.71848, 3296.00000, 39810.00000, 0.65022, 2.47203, 0.00149, 0.00051, 0.00089, 0.91974, 0.94990, 0.92340, 0.09642, 0.09905, 0.05277, 1.00549, 1.00011, 1.00358
21318_4bb848e1-4055-4a28-bf8f-57bd4feb7f21, 1247.00000, 46369.50000, 0.00000, 2.00433, 3176.00000, 62182.50000, 1.97270, 2.70267, 3238.00000, 41725.50000, 0.65800, 2.42401, -0.00238, 0.00007, -0.00058, 0.94925, 0.96199, 0.97331, -0.70967, 0.05987, 0.06054, 1.08186, 0.99430, 0.98409
21319_bbc5ebdd-d570-427a-b7d9-b4c5444fa94b, 1572.00000, 42370.50000, 1.53893, 1.67938, 3100.00000, 61332.50000, 1.85376, 2.72094, 3215.00000, 39095.00000, 0.64503, 2.41699, 0.00446, -0.00117, -0.00116, 0.85828, 0.94937, 0.90737, 0.82926, -0.05907, 0.04757, 0.90646, 1.00102, 0.98124
21320_fd86d737-52d9-4bff-8afe-c09fc0311c94, 1335.00000, 47926.50000, 0.67749, 1.89845, 3054.00000, 61337.00000, 1.96311, 2.68655, 3258.00000, 41279.00000, 0.72044, 2.44588, -0.00053, -0.00192, -0.00008, 0.98015, 0.95019, 0.96151, -0.03217, 0.05028, 0.12299, 1.02471, 0.98837, 0.99296
21321_2eaba4f9-46fa-4520-bae0-48876f974503, 1578.00000, 43706.50000, 1.12383, 1.86368, 3153.00000, 60870.00000, 2.05342, 2.70218, 3260.00000, 38708.00000, 0.68599, 2.45380, 0.00459, -0.00031, -0.00003, 0.88626, 0.94097, 0.89644, 0.41417, 0.14059, 0.08853, 1.00594, 0.99412, 0.99618
21325_1b46fe1d-590a-451c-97a3-e59e7a96a903, 1385.00000, 49871.50000, 1.04348, 1.81558, 3575.00000, 66128.00000, 2.16377, 2.78882, 3055.00000, 42798.00000, 0.65673, 2.40777, 0.00053, 0.00657, -0.00521, 1.02002, 1.01981, 1.00506, 0.33382, 0.25094, 0.05927, 0.97998, 1.02599, 0.97749
21330_e6b2e805-8b73-4af3-8207-23514ad2b917, 1292.00000, 45942.50000, 0.80992, 1.78410, 3175.00000, 62951.00000, 1.89978, 2.70440, 3284.00000, 40576.00000, 0.65726, 2.45155, -0.00143, 0.00005, 0.00058, 0.93932, 0.97453, 0.94307, 0.10026, -0.01305, 0.05980, 0.96299, 0.99493, 0.99527
21334_4e1a6ffc-6e03-4fef-87c4-194e25ec55b4, 1712.00000, 46652.00000, 1.37693, 1.78054, 3098.00000, 61035.00000, 1.99831, 2.67504, 3168.00000, 39911.00000, 0.70825, 2.41546, 0.00741, -0.00121, -0.00235, 0.94541, 0.94455, 0.92919, 0.66727, 0.08548, 0.11079, 0.96107, 0.98413, 0.98061
21335_3bbc0e07-a459-410c-aa91-38354afe1c1f, 1214.00000, 42915.00000, 0.00000, 1.94971, 3103.00000, 62160.00000, 1.90843, 2.71127, 3084.00000, 37800.00000, 0.58127, 2.42789, -0.00307, -0.00112, -0.00448, 0.87727, 0.96281, 0.87793, -0.70967, -0.00440, -0.01619, 1.05238, 0.99746, 0.98566
21341_58323a44-c456-4136-9473-b0043f60f976, 1286.00000, 45784.00000, 0.00000, 1.98612, 3133.00000, 64053.00000, 1.98630, 2.58516, 3204.00000, 40144.00000, 0.60515, 2.40459, -0.00156, -0.00064, -0.00144, 0.93611, 0.99319, 0.93417, -0.70967, 0.07347, 0.00770, 1.07203, 0.95107, 0.97620
21347_42ef1358-7d27-4442-a8a9-5d1d434e1602, 1111.00000, 43882.00000, 0.00000, 1.93257, 3137.00000, 60852.00000, 2.00233, 2.73105, 3212.00000, 40091.00000, 0.70994, 2.45580, -0.00524, -0.00057, -0.00124, 0.89978, 0.94093, 0.93263, -0.70967, 0.08950, 0.11249, 1.04313, 1.00474, 0.99699
21349_830d1432-8a20-4e17-9f79-c82cb0693423, 1365.00000, 43794.00000, 0.66951, 1.88638, 3040.00000, 60212.00000, 1.92012, 2.63281, 3196.00000, 38349.00000, 0.61951, 2.46359, 0.00011, -0.00215, -0.00164, 0.89258, 0.93208, 0.88898, -0.04016, 0.00729, 0.02205, 1.01820, 0.96860, 1.00015
21351_6f35997a-272d-4c90-bf96-368bce33f8ab, 1474.00000, 44036.00000, 1.12560, 1.78991, 3117.00000, 62675.00000, 2.30547, 2.55871, 3212.00000, 40383.50000, 0.71200, 2.42095, 0.00240, -0.00090, -0.00124, 0.89538, 0.97098, 0.94003, 0.41593, 0.39264, 0.11454, 0.96612, 0.94134, 0.98284
21355_d798a289-e496-4051-aca6-4a4b53bacae3, 1268.00000, 48424.00000, 0.90523, 1.79185, 3099.00000, 61513.50000, 2.01760, 2.70001, 3178.00000, 42534.50000, 0.58987, 2.46386, -0.00194, -0.00119, -0.00210, 0.99203, 0.95234, 0.99528, 0.19556, 0.10477, -0.00758, 0.96717, 0.99332, 1.00026
21382_55d246a9-17fc-4fcf-be3d-c0a27c1a62f0, 1487.00000, 43148.00000, 0.78482, 1.87799, 3158.00000, 62657.00000, 1.99947, 2.59466, 3208.00000, 38168.00000, 0.68890, 2.43890, 0.00267, -0.00023, -0.00134, 0.87643, 0.97002, 0.88410, 0.07516, 0.08664, 0.09145, 1.01367, 0.95456, 0.99013
21389_d8671b3c-91a7-4bbb-a2d7-1fdaa93ab365, 1502.00000, 48309.00000, 0.99662, 1.81892, 3010.00000, 63796.00000, 1.85214, 2.67847, 3172.00000, 42232.00000, 0.63586, 2.38516, 0.00299, -0.00264, -0.00225, 0.98468, 0.99100, 0.98779, 0.28695, -0.06069, 0.03840, 0.98178, 0.98539, 0.96831
21390_463ea740-6cd6-4a60-a050-225d3baa1830, 1252.00000, 62308.00000, 1.47548, 2.39367, 3162.00000, 72354.00000, 4.41092, 3.09860, 3364.00000, 43140.00000, 2.40901, 3.27513, -0.00227, -0.00016, 0.00260, 1.28444, 1.12804, 1.00589, 0.76581, 2.49809, 1.81155, 1.29201, 1.13996, 1.32962
21394_84756e1f-90b2-42d0-9542-36cff17481b6, 1295.00000, 53230.50000, 0.00000, 1.98324, 3270.00000, 62923.00000, 1.91962, 2.74881, 3186.00000, 43804.00000, 0.64750, 2.41205, -0.00137, 0.00160, -0.00190, 1.09257, 0.97253, 1.02719, -0.70967, 0.00679, 0.05004, 1.07048, 1.01127, 0.97923
21400_24925463-e08d-4eb6-8556-302aaebddd53, 1461.00000, 132556.00000, 0.83832, 2.61229, 3006.00000, 85120.00000, 3.88169, 3.23888, 2988.00000, 95879.00000, 2.59297, 2.74210, 0.00212, -0.00271, -0.00690, 2.75786, 1.33871, 2.34911, 0.12866, 1.96886, 1.99551, 1.41001, 1.19157, 1.11322
21406_d0662360-c5c7-404c-8c1e-97f6a82e031b, 1117.00000, 51964.00000, 0.30216, 1.89226, 3072.00000, 63668.00000, 1.87767, 2.76412, 3145.00000, 45480.00000, 0.50067, 2.53365, -0.00511, -0.00163, -0.00293, 1.06967, 0.98790, 1.07061, -0.40750, -0.03516, -0.09679, 1.02137, 1.01690, 1.02860
21407_38d4b526-9431-45fe-ab10-253da89e39bc, 1459.00000, 42993.00000, 1.00202, 1.89255, 2982.00000, 62695.00000, 1.73233, 2.68896, 3073.00000, 39212.00000, 0.65140, 2.39193, 0.00208, -0.00310, -0.00475, 0.87376, 0.97351, 0.91392, 0.29235, -0.18050, 0.05394, 1.02153, 0.98925, 0.97106
21416_5a3438a5-fb60-4647-9af1-f15c9ff13cac, 1396.00000, 42831.00000, 0.67149, 1.86903, 3162.00000, 60956.00000, 1.90296, 2.72739, 3156.00000, 38197.50000, 0.63933, 2.41994, 0.00076, -0.00016, -0.00266, 0.87167, 0.94222, 0.88616, -0.03818, -0.00987, 0.04187, 1.00883, 1.00339, 0.98243
21418_b0f992c6-8b24-41f2-9bd2-1def5f182599, 1336.00000, 48081.00000, 1.23374, 1.64046, 3340.00000, 60732.00000, 2.03797, 2.74515, 3216.00000, 40753.50000, 0.64050, 2.44224, -0.00050, 0.00274, -0.00114, 0.98338, 0.93567, 0.94928, 0.52408, 0.12514, 0.04304, 0.88546, 1.00993, 0.99149
21423_a2026745-5bd0-4971-8e16-116c7e15b7b4, 1330.00000, 46524.50000, 0.00000, 2.08633, 3114.00000, 65794.50000, 1.83667, 2.69177, 3144.00000, 42323.00000, 0.53066, 2.42651, -0.00063, -0.00095, -0.00296, 0.95076, 1.02189, 0.99079, -0.70967, -0.07616, -0.06679, 1.12612, 0.99029, 0.98510
21436_d575fa13-e083-472c-83ff-e91862e572a9, 1516.00000, 46465.00000, 1.18829, 1.83545, 3134.00000, 64215.50000, 1.83689, 2.68919, 3180.00000, 41621.00000, 0.55105, 2.39525, 0.00328, -0.00062, -0.00205, 0.94560, 0.99582, 0.97213, 0.47863, -0.07594, -0.04641, 0.99071, 0.98934, 0.97241
21440_958ec7d2-b278-4039-b5f6-1a12f767c19d, 1441.00000, 43367.50000, 1.19581, 1.61178, 3261.00000, 62002.00000, 2.04654, 2.63261, 3420.00000, 38621.50000, 0.61193, 2.46825, 0.00170, 0.00145, 0.00402, 0.88201, 0.95766, 0.89021, 0.48615, 0.13371, 0.01447, 0.86998, 0.96852, 1.00205
21453_93351f0d-ce58-4035-9126-3f3bbe3c66eb, 1298.00000, 52055.25000, 0.57356, 1.90443, 3072.50000, 61746.75000, 2.17917, 2.68676, 3075.00000, 44313.00000, 0.47596, 2.52368, -0.00130, -0.00162, -0.00470, 1.06779, 0.95657, 1.04286, -0.13611, 0.26634, -0.12149, 1.02794, 0.98844, 1.02455
21458_e0d36806-d65d-4391-bd93-4ad422bb5a8d, 1368.00000, 44357.00000, 0.83529, 1.82014, 3096.00000, 61282.50000, 1.97972, 2.60997, 3148.00000, 38506.50000, 0.64182, 2.42385, 0.00017, -0.00124, -0.00286, 0.90437, 0.94862, 0.89418, 0.12562, 0.06689, 0.04437, 0.98244, 0.96019, 0.98402
21462_e7db29cb-a41e-49f1-8546-0871cb432921, 1522.00000, 44106.00000, 1.00143, 1.85392, 3132.00000, 62688.00000, 2.02103, 2.65559, 3164.00000, 40396.50000, 0.68633, 2.38517, 0.00341, -0.00065, -0.00245, 0.89585, 0.97095, 0.94157, 0.29177, 0.10820, 0.08887, 1.00067, 0.97698, 0.96832
21467_d879cf6d-e012-4afd-bd54-848c5bb8b729, 1095.00000, 43885.00000, 0.00000, 1.90582, 2979.00000, 62431.00000, 1.90237, 2.66745, 3061.00000, 40080.00000, 0.59766, 2.38455, -0.00557, -0.00315, -0.00506, 0.90018, 0.96925, 0.93617, -0.70967, -0.01046, 0.00020, 1.02869, 0.98134, 0.96807
21472_6e8bd6c6-754d-47fe-9b7c-6b763ffe29dd, 1573.00000, 47927.00000, 0.62890, 1.92250, 3185.00000, 61698.00000, 1.81243, 2.71672, 3274.00000, 40449.50000, 0.63333, 2.41693, 0.00448, 0.00021, 0.00033, 0.97516, 0.95394, 0.94013, -0.08076, -0.10040, 0.03588, 1.03769, 0.99947, 0.98121
21479_6ff5bd1f-41ff-4772-9f10-716dd7ae2ce1, 1568.00000, 44170.00000, 1.09308, 1.84964, 3204.00000, 63073.50000, 1.94664, 2.69427, 3244.00000, 39573.50000, 0.59240, 2.43839, 0.00438, 0.00052, -0.00043, 0.89622, 0.97606, 0.91873, 0.38342, 0.03381, -0.00506, 0.99836, 0.99121, 0.98992
21484_c4c9ed82-e96e-41d4-b0b9-24892938feb6, 1465.00000, 44800.00000, 1.27432, 1.80508, 3076.00000, 61112.00000, 1.99083, 2.67338, 3080.00000, 39954.00000, 0.70888, 2.39674, 0.00221, -0.00157, -0.00458, 0.91164, 0.94617, 0.93250, 0.56465, 0.07800, 0.11143, 0.97431, 0.98352, 0.97301
21505_67f87378-0368-477b-b8b4-11d0706d8d6d, 1314.00000, 46559.50000, 0.00000, 2.06601, 3120.00000, 61095.00000, 1.98324, 2.73907, 3145.00000, 41430.50000, 0.59949, 2.47456, -0.00097, -0.00085, -0.00293, 0.95184, 0.94517, 0.96820, -0.70967, 0.07041, 0.00203, 1.11515, 1.00769, 1.00461
21507_34519ffe-44cf-4f17-8ef8-7e7370a6087e, 1260.00000, 45888.00000, 0.35274, 1.94207, 3030.00000, 60241.50000, 1.94354, 2.69676, 3145.00000, 40393.00000, 0.69934, 2.41921, -0.00210, -0.00232, -0.00293, 0.93885, 0.93273, 0.94196, -0.35693, 0.03071, 0.10189, 1.04825, 0.99212, 0.98214
21514_9be74596-cb98-44c6-b57d-ea3ea4cf3219, 1007.00000, 45656.00000, 0.00000, 1.81832, 3035.00000, 59506.00000, 1.96551, 2.71772, 3172.00000, 39706.00000, 0.68777, 2.41959, -0.00743, -0.00223, -0.00225, 0.93929, 0.92065, 0.92391, -0.70967, 0.05268, 0.09031, 0.98146, 0.99983, 0.98229
21516_73be6ad7-028b-49dd-a32b-53f4735da492, 1246.00000, 46028.00000, 0.00000, 1.98074, 3004.00000, 61659.00000, 1.93065, 2.61904, 3103.00000, 40884.00000, 0.59654, 2.39475, -0.00240, -0.00274, -0.00400, 0.94208, 0.95626, 0.95544, -0.70967, 0.01782, -0.00092, 1.06913, 0.96353, 0.97221
21517_9a29f470-678f-4ed0-b0a4-c18e2cd619c6, 1486.00000, 43344.00000, 1.11760, 1.75870, 3121.00000, 61286.50000, 1.89888, 2.73716, 3246.00000, 37591.00000, 0.68763, 2.43812, 0.00265, -0.00083, -0.00038, 0.88057, 0.94828, 0.86855, 0.40793, -0.01395, 0.09017, 0.94928, 1.00699, 0.98981
21525_d73a1dda-d848-4101-9f2e-9899b258c049, 1323.00000, 48022.00000, 0.99330, 1.78723, 2981.00000, 59736.00000, 1.92603, 2.70806, 3100.00000, 40704.00000, 0.74432, 2.42307, -0.00078, -0.00311, -0.00407, 0.98241, 0.92528, 0.95096, 0.28363, 0.01320, 0.14687, 0.96468, 0.99628, 0.98370
21531_06d5df8b-73e3-4011-913a-c22e126966a4, 1251.00000, 45720.00000, 0.00000, 1.97646, 3040.00000, 60633.50000, 1.93226, 2.62128, 3128.00000, 39969.00000, 0.65317, 2.39913, -0.00229, -0.00215, -0.00336, 0.93550, 0.93895, 0.93167, -0.70967, 0.01943, 0.05572, 1.06682, 0.96435, 0.97399
21532_2788e0f8-c2e2-4887-acb2-d9332047c7a3, 1534.00000, 5214.00000, 0.00000, 9.51963, 3062.00000, 6616.00000, 2.77069, 16.64470, 3177.00000, 6788.50000, 1.11963, 13.92740, 0.00366, -0.00179, -0.00212, 0.07742, 0.05794, 0.09133, -0.70967, 0.85786, 0.52217, 5.13833, 6.12349, 5.65417
21533_31aee67e-9f40-49c7-8fe6-272345f61a18, 1308.00000, 46888.00000, 1.10989, 1.72040, 3085.00000, 63692.50000, 1.83591, 2.69315, 3191.00000, 41197.00000, 0.62837, 2.41347, -0.00109, -0.00142, -0.00177, 0.95887, 0.98809, 0.96113, 0.40023, -0.07692, 0.03091, 0.92861, 0.99080, 0.97981
21537_8ab1a10a-f212-43d3-b62d-4738c3357d6e, 1249.00000, 50736.00000, 1.20516, 1.59010, 2989.00000, 64636.00000, 1.84518, 2.69979, 3000.00000, 43094.00000, 0.56002, 2.43627, -0.00234, -0.00298, -0.00660, 1.04106, 1.00504, 1.01393, 0.49550, -0.06765, -0.03744, 0.85827, 0.99324, 0.98906
21538_618fbce7-427c-43d0-8115-bb02841f72ce, 1346.00000, 50184.00000, 0.72422, 1.84568, 3207.00000, 67954.00000, 1.97600, 2.68136, 3221.00000, 44092.00000, 0.57791, 2.46211, -0.00029, 0.00057, -0.00101, 1.02741, 1.05558, 1.03358, 0.01455, 0.06317, -0.01955, 0.99623, 0.98646, 0.99955
21539_5b4f5136-4048-4c15-9fda-eb84f2bb35ae, 1289.00000, 53319.50000, 0.70633, 1.91870, 3091.00000, 64587.50000, 1.92349, 2.73733, 3189.00000, 46844.00000, 0.48707, 2.61876, -0.00149, -0.00132, -0.00182, 1.09457, 1.00258, 1.10399, -0.00333, 0.01066, -0.11039, 1.03564, 1.00705, 1.06315
21540_64cfd8e9-88c8-4b6d-a0c9-4d4cc7dc7b03, 1561.00000, 46451.50000, 1.19187, 1.82131, 3103.00000, 60663.50000, 1.98773, 2.63368, 3229.00000, 41488.00000, 0.58060, 2.43993, 0.00423, -0.00112, -0.00081, 0.94437, 0.93842, 0.96753, 0.48221, 0.07490, -0.01685, 0.98307, 0.96892, 0.99055
21543_82d9a77b-151e-4e9e-9b26-55cf6c8af30b, 1299.00000, 43986.00000, 0.67683, 1.83098, 3056.00000, 62233.00000, 1.81353, 2.69816, 3185.00000, 39756.00000, 0.65034, 2.40419, -0.00128, -0.00189, -0.00192, 0.89801, 0.96477, 0.92484, -0.03283, -0.09930, 0.05288, 0.98829, 0.99264, 0.97604
21546_618c8204-d249-4dc6-a813-f15ff6e28bac, 1364.00000, 46032.00000, 0.51906, 1.90481, 3112.00000, 65079.00000, 1.92188, 2.66394, 3125.00000, 40983.50000, 0.47006, 2.44507, 0.00008, -0.00098, -0.00344, 0.93969, 1.01025, 0.95740, -0.19060, 0.00905, -0.12739, 1.02814, 0.98005, 0.99264
21548_9c786d23-ae15-4466-9742-9b43b6c3d1d3, 1368.00000, 51012.00000, 0.75687, 1.84164, 3074.00000, 66837.00000, 1.77580, 2.70986, 3142.00000, 44958.00000, 0.53548, 2.41080, 0.00017, -0.00160, -0.00301, 1.04437, 1.03954, 1.05748, 0.04720, -0.13703, -0.06197, 0.99405, 0.99694, 0.97872
21550_909fc66c-65b3-4d20-9e55-1615fb5680aa, 1418.00000, 49621.00000, 0.93745, 1.81224, 3105.00000, 66498.50000, 1.90031, 2.64932, 3123.00000, 43883.00000, 0.50578, 2.38987, 0.00122, -0.00109, -0.00349, 1.01405, 1.03351, 1.03078, 0.22779, -0.01252, -0.09168, 0.97818, 0.97467, 0.97023
21555_5b6ff8d4-776e-40ca-96b0-4dee31abaa55, 1357.00000, 49804.50000, 0.00000, 2.04868, 3060.00000, 63510.50000, 1.87866, 2.72810, 3185.00000, 43504.00000, 0.58814, 2.45808, -0.00006, -0.00183, -0.00192, 1.01920, 0.98553, 1.01962, -0.70967, -0.03417, -0.00931, 1.10580, 1.00365, 0.99792
21559_2d94b1cc-6b2a-47f9-9775-811ed0018590, 1361.00000, 45263.50000, 1.14023, 1.61056, 3212.00000, 63038.00000, 1.98056, 2.65778, 3242.00000, 39585.00000, 0.58697, 2.45799, 0.00002, 0.00065, -0.00048, 0.92358, 0.97535, 0.91908, 0.43057, 0.06773, -0.01049, 0.86932, 0.97778, 0.99788
21577_55abff37-8c20-4fa8-9f9f-745cad67ecbf, 1400.00000, 49035.00000, 0.67833, 1.91754, 3137.00000, 65539.50000, 1.92667, 2.68832, 3181.00000, 43951.50000, 0.61641, 2.41999, 0.00084, -0.00057, -0.00202, 1.00210, 1.01735, 1.03104, -0.03133, 0.01384, 0.01896, 1.03501, 0.98902, 0.98245
21592_fbe45b6f-f0ee-475c-a230-712fdad8b303, 1297.00000, 47315.50000, 0.54502, 1.82308, 3089.00000, 62553.00000, 1.96791, 2.69197, 2992.00000, 40563.00000, 0.55299, 2.39904, -0.00133, -0.00135, -0.00680, 0.96810, 0.96945, 0.95013, -0.16464, 0.05508, -0.04446, 0.98403, 0.99036, 0.97395
21596_31bfc8e1-9db0-4ce8-8405-c001eef1a8ca, 1524.00000, 45038.00000, 0.86646, 1.93059, 3173.00000, 61779.00000, 1.99996, 2.69684, 3131.00000, 40135.50000, 0.59529, 2.40932, 0.00345, 0.00002, -0.00329, 0.91541, 0.95546, 0.93580, 0.15679, 0.08713, -0.00217, 1.04206, 0.99215, 0.97812
21600_66b5a1b6-e4cc-4ae7-a1a2-f3614e1cc9df, 1516.00000, 42046.00000, 0.84332, 1.90833, 3080.00000, 60176.00000, 1.96613, 2.70367, 3096.00000, 38211.50000, 0.61336, 2.43674, 0.00328, -0.00150, -0.00417, 0.85263, 0.93084, 0.88803, 0.13365, 0.05330, 0.01590, 1.03004, 0.99467, 0.98925
21606_ebec1801-9cc2-4fd4-a91e-ac19ab5eff2b, 1306.00000, 45751.00000, 0.81909, 1.82153, 3063.00000, 60840.50000, 1.92285, 2.71794, 3080.00000, 40007.00000, 0.62574, 2.42377, -0.00114, -0.00178, -0.00458, 0.93500, 0.94195, 0.93384, 0.10943, 0.01002, 0.02829, 0.98319, 0.99992, 0.98399
21608_ff6d8912-9103-4588-afb2-55d1990069bf, 1581.00000, 42282.50000, 1.28279, 1.80260, 3136.00000, 62562.00000, 1.94931, 2.61198, 3148.00000, 38995.00000, 0.58795, 2.41955, 0.00465, -0.00059, -0.00286, 0.85624, 0.96883, 0.90653, 0.57313, 0.03648, -0.00951, 0.97297, 0.96093, 0.98228
21610_819f368a-4013-4461-a5ea-b16a39376671, 1645.00000, 45028.00000, 1.14787, 1.87254, 3130.00000, 62328.50000, 1.84403, 2.70540, 3303.00000, 39831.50000, 0.69550, 2.43988, 0.00600, -0.00068, 0.00106, 0.91265, 0.96512, 0.92377, 0.43820, -0.06880, 0.09805, 1.01073, 0.99530, 0.99053
21619_9109a3e2-dfa2-43e0-8875-dcf14384293c, 1271.00000, 21675.00000, 0.29751, 2.27880, 3176.00000, 19553.00000, 1.57058, 4.16251, 3206.00000, 26552.00000, 0.36276, 3.19996, -0.00187, 0.00007, -0.00139, 0.42924, 0.26700, 0.59040, -0.41216, -0.34225, -0.23470, 1.23001, 1.53136, 1.29910
21637_575d419e-b161-4396-a7b0-1522e8f8d71e, 1482.00000, 49836.00000, 0.75670, 1.87281, 3239.00000, 67779.00000, 1.75807, 2.72591, 3398.00000, 44017.00000, 0.64256, 2.42443, 0.00257, 0.00109, 0.00346, 1.01723, 1.05220, 1.02721, 0.04703, -0.15476, 0.04510, 1.01087, 1.00285, 0.98426
21647_d638c699-e26e-4f8f-abc3-7aa464c77092, 1288.00000, 45577.00000, 0.48424, 1.91627, 3092.00000, 62137.00000, 2.07294, 2.62982, 3100.00000, 40326.00000, 0.71887, 2.38056, -0.00151, -0.00130, -0.00407, 0.93171, 0.96262, 0.94141, -0.22542, 0.16011, 0.12141, 1.03433, 0.96750, 0.96645
21649_3b31be5f-fc3a-452d-9608-eabfaac09666, 1182.00000, 44404.50000, 0.42034, 1.88576, 3029.00000, 59432.50000, 1.93541, 2.71579, 3140.00000, 39226.50000, 0.70773, 2.40835, -0.00374, -0.00233, -0.00306, 0.90928, 0.91955, 0.91259, -0.28933, 0.02258, 0.11028, 1.01786, 0.99912, 0.97773
21666_4439135e-4b7f-45f0-aad5-af8886b3b937, 1517.00000, 42206.50000, 1.22074, 1.79472, 3078.00000, 60568.50000, 1.98418, 2.60585, 3216.00000, 38690.00000, 0.64123, 2.41297, 0.00330, -0.00153, -0.00114, 0.85599, 0.93727, 0.89710, 0.51108, 0.07135, 0.04378, 0.96872, 0.95868, 0.97960
21681_4d2e90d9-750c-42e9-91b7-83c66f2bdc1b, 1336.00000, 45421.00000, 0.79238, 1.81404, 3158.00000, 63067.50000, 1.85701, 2.70046, 3308.00000, 41004.00000, 0.69453, 2.41629, -0.00050, -0.00023, 0.00119, 0.92742, 0.97671, 0.95329, 0.08272, -0.05582, 0.09707, 0.97915, 0.99348, 0.98095
21683_d5de1db2-e96c-4e62-9a5f-8926c2b8eb4c, 1609.00000, 44920.50000, 1.12485, 1.84062, 3162.00000, 61508.50000, 2.08461, 2.58140, 3320.00000, 40912.00000, 0.66421, 2.40594, 0.00524, -0.00016, 0.00149, 0.91115, 0.95123, 0.95066, 0.41518, 0.17178, 0.06676, 0.99350, 0.94968, 0.97675
21697_eb2f6aba-5ee9-4ef8-900a-6fa354a952ef, 1460.00000, 45496.50000, 1.31603, 1.77369, 3108.00000, 62156.50000, 2.07516, 2.67584, 3156.00000, 40790.00000, 0.61635, 2.41462, 0.00210, -0.00104, -0.00266, 0.92640, 0.96267, 0.95172, 0.60637, 0.16233, 0.01890, 0.95737, 0.98443, 0.98027
21702_8c066a63-2d68-4b58-9807-589185827ae9, 1284.00000, 46596.00000, 0.78734, 1.82510, 3121.00000, 59950.50000, 2.15225, 2.67934, 3088.00000, 41502.00000, 0.62914, 2.41918, -0.00160, -0.00083, -0.00437, 0.95323, 0.92650, 0.97145, 0.07768, 0.23942, 0.03169, 0.98512, 0.98571, 0.98212
21715_aece9f0d-76ab-4685-8d97-e695edbd0533, 1501.00000, 46260.00000, 0.84191, 1.89046, 3182.00000, 63441.00000, 1.97256, 2.60829, 3283.00000, 40852.00000, 0.66748, 2.42682, 0.00297, 0.00016, 0.00056, 0.94160, 0.98241, 0.95008, 0.13224, 0.05973, 0.07003, 1.02040, 0.95958, 0.98523
21724_7964fa15-28fe-4c88-b457-f78e5d899861, 1028.00000, 45546.00000, 0.00000, 1.89808, 3072.00000, 62942.00000, 2.00083, 2.68929, 3190.00000, 40990.50000, 0.78712, 2.42541, -0.00698, -0.00163, -0.00180, 0.93653, 0.97607, 0.95593, -0.70967, 0.08800, 0.18966, 1.02451, 0.98938, 0.98465
21757_8895db23-d94e-4a41-a983-574a56b729c4, 1539.00000, 53558.50000, 1.03358, 1.93327, 3178.00000, 66507.00000, 1.90268, 2.75184, 3000.00000, 45056.50000, 0.57449, 2.42728, 0.00377, 0.00010, -0.00660, 1.09434, 1.03246, 1.06356, 0.32391, -0.01015, -0.02296, 1.04350, 1.01239, 0.98541
21767_9a033f49-8d3e-442a-b1d1-2e06db255239, 1402.00000, 71352.00000, 1.15753, 2.05753, 3062.00000, 72012.00000, 3.01691, 2.98578, 3170.00000, 44716.00000, 0.97055, 3.01090, 0.00088, -0.00179, -0.00230, 1.47155, 1.12410, 1.05065, 0.44786, 1.10408, 0.37310, 1.11058, 1.09845, 1.22235
21778_ec7a940e-c0e4-41f4-bb44-b4bc3be70991, 1325.00000, 54953.50000, 0.51054, 1.92308, 3115.00000, 63637.00000, 1.87465, 2.76439, 3089.00000, 45342.50000, 0.52990, 2.47280, -0.00074, -0.00093, -0.00435, 1.12819, 0.98670, 1.06855, -0.19912, -0.03818, -0.06756, 1.03800, 1.01700, 1.00389
21780_e07f2bbd-6d6a-4bf1-a493-6c4e0533fed2, 1537.00000, 52045.00000, 1.25707, 1.63536, 3211.00000, 67535.00000, 1.78605, 2.69803, 3264.00000, 45656.00000, 0.44474, 2.43065, 0.00372, 0.00064, 0.00008, 1.06254, 1.04868, 1.07205, 0.54740, -0.12678, -0.15272, 0.88270, 0.99259, 0.98678
21806_de3c34cb-8ca2-4a1a-9eb6-4b2e6d185391, 1209.00000, 43102.00000, 0.00000, 1.98585, 2965.00000, 60573.50000, 1.83593, 2.71664, 3160.00000, 40203.00000, 0.63724, 2.44884, -0.00318, -0.00337, -0.00255, 0.88131, 0.93920, 0.93678, -0.70967, -0.07690, 0.03978, 1.07189, 0.99944, 0.99417
