@relation TS6-Test-Pf

@attribute cherry-initial-fluorescence numeric
@attribute cherry-final-fluorescence numeric
@attribute cherry-lagtime2 numeric
@attribute cherry-doubletime numeric
@attribute sapphire-initial-fluorescence numeric
@attribute sapphire-final-fluorescence numeric
@attribute sapphire-lagtime2 numeric
@attribute sapphire-doubletime numeric
@attribute venus-initial-fluorescence numeric
@attribute venus-final-fluorescence numeric
@attribute venus-lagtime2 numeric
@attribute venus-doubletime numeric
@attribute F-Cherry numeric
@attribute F-Sapphire numeric
@attribute F-Venus numeric
@attribute HitRatio-Cherry numeric
@attribute HitRatio-Sapphire numeric
@attribute HitRatio-Venus numeric
@attribute MIY-Cherry numeric
@attribute MIY-Sapphire numeric
@attribute MIY-Venus numeric
@attribute DT-Cherry numeric
@attribute DT-Sapphire numeric
@attribute DT-Venus numeric
@attribute Label {Inactive,Active}

@data
736.5,35265.5,1.3518,2.11344,2698,26345,4.6713,4.43535,1119.5,10914.75,2.41388,3.22077,0.0013,0.00141,0.00523,1.69505,0.51961,0.99439,-0.13332,1.48238,0.76406,1.03291,1.42679,1.0991,Inactive
759,38324.5,1.52681,2.08469,2687,19354.25,5.30765,5.40534,1107,10432.25,2.33977,3.41386,0.00241,0.00116,0.00396,1.84411,0.36624,0.94668,0.04168,2.11873,0.68995,1.01886,1.73883,1.16499,Inactive
703,42077.5,1.50399,2.02904,2708,13683.25,6.27165,6.50489,1115.5,8608,3.09,3.75948,-0.00034,0.00163,0.00482,2.0311,0.24117,0.76062,0.01887,3.08273,1.44018,0.99166,2.09254,1.28294,Inactive
689.5,45641.75,1.66226,1.94573,2730,10492.25,6.19524,8.25196,1114,6891,3.18797,4.22779,-0.00101,0.00211,0.00467,2.20673,0.17057,0.58647,0.17714,3.00632,1.53815,0.95094,2.65455,1.44275,Inactive
741.5,31630,1.61041,2.05932,2655.5,58613,3.21774,3.06119,1093.5,15594,1.7378,2.79799,0.00155,0.00047,0.00259,1.51633,1.22959,1.47206,0.12529,0.02882,0.08798,1.00646,0.98474,0.95482,Inactive
664.5,37484,0.86539,2.1971,2703.5,62994.75,3.28449,3.06912,1103.5,18656,1.79632,2.76938,-0.00223,0.00153,0.0036,1.80749,1.32482,1.78189,-0.61973,0.09557,0.1465,1.0738,0.9873,0.94506,Inactive
697,44413.5,1.02287,2.19091,2637.5,64731.75,3.15871,3.11264,1084,21735,1.69823,2.83373,-0.00064,0.00008,0.00162,2.14607,1.36444,2.09644,-0.46225,-0.03021,0.04841,1.07077,1.00129,0.96702,Inactive
762,49774,1.76398,2.02478,2686.5,65165,3.25049,3.13312,1078.5,23291.5,1.677,2.82486,0.00255,0.00115,0.00107,2.40603,1.37288,2.25501,0.27886,0.06157,0.02718,0.98958,1.00788,0.96399,Inactive
725.5,51088,1.64342,2.06896,2652,64586,3.17766,3.16029,1061,24117.25,1.6961,2.86068,0.00076,0.0004,-0.00071,2.47233,1.36092,2.34062,0.1583,-0.01126,0.04628,1.01117,1.01662,0.97622,Inactive
741,20714.25,1.5963,2.11473,2647,46693.75,3.04571,3.15229,1091.5,10702.5,1.67809,2.85949,0.00152,0.00029,0.00239,0.9805,0.96787,0.97569,0.11118,-0.14321,0.02827,1.03354,1.01405,0.97581,Inactive
