@relation TS3-Binary-Labeled

@attribute cherry-initial-fluorescence numeric
@attribute cherry-final-fluorescence numeric
@attribute cherry-lagtime2 numeric
@attribute cherry-doubletime numeric
@attribute sapphire-initial-fluorescence numeric
@attribute sapphire-final-fluorescence numeric
@attribute sapphire-lagtime2 numeric
@attribute sapphire-doubletime numeric
@attribute venus-initial-fluorescence numeric
@attribute venus-final-fluorescence numeric
@attribute venus-lagtime2 numeric
@attribute venus-doubletime numeric
@attribute F-Cherry numeric
@attribute F-Sapphire numeric
@attribute F-Venus numeric
@attribute HitRatio-Cherry numeric
@attribute HitRatio-Sapphire numeric
@attribute HitRatio-Venus numeric
@attribute MIY-Cherry numeric
@attribute MIY-Sapphire numeric
@attribute MIY-Venus numeric
@attribute DT-Cherry numeric
@attribute DT-Sapphire numeric
@attribute DT-Venus numeric
@attribute Label {Inactive,Active}

@data
2267,54944,0,1.8397,3889,69101,0.80753,2.49377,5024,50920,0,2.38477,-0.00288,-0.00219,-0.00606,0.94244,0.92093,0.92098,0,0.12692,0,1.01308,0.98881,0.99031,Inactive
2268,54384.5,0,1.68228,4060,73456,0.68203,2.52494,5352,52077.5,0,2.40566,-0.00286,0.00023,0.00052,0.93242,0.98002,0.93762,0,0.00143,0,0.92639,1.00117,0.99898,Inactive
2164,54410,0,1.85055,3802,69240,0.70443,2.53425,4908,52387,0,2.3737,-0.00472,-0.00342,-0.00839,0.93473,0.92412,0.95274,0,0.02382,0,1.01905,1.00486,0.98571,Inactive
2602,56070,0,1.86951,4057,76326,0.79473,2.4359,5282,52105.5,0,2.37044,0.00311,0.00018,-0.00088,0.9566,1.02059,0.93959,0,0.11412,0,1.02949,0.96586,0.98436,Inactive
2602,53518,0,1.90242,3969,72132,0.64266,2.51823,5216,49180,0,2.37334,0.00311,-0.00106,-0.00221,0.91094,0.9626,0.88221,0,-0.03795,0,1.04762,0.99851,0.98556,Inactive
2376,63139,0,1.90838,3881,76429.5,0.55754,2.61145,4945,59416,0,2.32451,-0.00093,-0.0023,-0.00765,1.08711,1.02454,1.09305,0,-0.12307,0,1.0509,1.03547,0.96528,Inactive
2272,53396,0,1.82689,4034,71968,0.75954,2.60629,5156,49655.5,0,2.3999,-0.00279,-0.00014,-0.00341,0.91466,0.95937,0.89295,0,0.07893,0,1.00602,1.03343,0.99659,Inactive
2301,54099,1.13311,1.33282,3841,68196,0.66938,2.63504,4929,51949,0,2.4229,-0.00227,-0.00287,-0.00797,0.92672,0.90883,0.94353,1.13311,-0.01123,0,0.73395,1.04483,1.00614,Inactive
1054.5,49997.75,7.39841,4.19827,1404.5,31446.75,13.0931,4.7803,1570,37575.25,10.20784,4.45424,-0.00013,0.00101,-0.00293,2.45231,1.43924,3.09916,5.85965,10.69214,8.75374,2.00896,1.44249,1.53551,Active
2403,54067.5,0,1.77018,3947,72053,0.68797,2.52326,5310,51619,0,2.43933,-0.00045,-0.00137,-0.00032,0.92433,0.9618,0.92927,0,0.00736,0,0.9748,1.0005,1.01296,Inactive
