@relation TS4-Binary-Labeled

@attribute cherry-initial-fluorescence numeric
@attribute cherry-final-fluorescence numeric
@attribute cherry-lagtime2 numeric
@attribute cherry-doubletime numeric
@attribute sapphire-initial-fluorescence numeric
@attribute sapphire-final-fluorescence numeric
@attribute sapphire-lagtime2 numeric
@attribute sapphire-doubletime numeric
@attribute venus-initial-fluorescence numeric
@attribute venus-final-fluorescence numeric
@attribute venus-lagtime2 numeric
@attribute venus-doubletime numeric
@attribute F-Cherry numeric
@attribute F-Sapphire numeric
@attribute F-Venus numeric
@attribute HitRatio-Cherry numeric
@attribute HitRatio-Sapphire numeric
@attribute HitRatio-Venus numeric
@attribute MIY-Cherry numeric
@attribute MIY-Sapphire numeric
@attribute MIY-Venus numeric
@attribute DT-Cherry numeric
@attribute DT-Sapphire numeric
@attribute DT-Venus numeric
@attribute Label {Inactive,Active}

@data
1895.5,29333.75,0,1.96668,4823.5,39462.75,0.95355,3.51338,3895,25873.5,0,2.78858,0.0002,0.00065,0.00383,0.99154,1.00011,0.98548,0,0.12749,0,0.99296,0.94341,1.01957,Inactive
1904.5,29702,0,1.984,4826,39155.5,0.85062,3.70434,3912.5,25322,0,2.83675,0.00052,0.00072,0.00462,1.00453,0.99117,0.95997,0,0.02457,0,1.0017,0.99469,1.03718,Inactive
2014,29110.25,0,2.05076,4816,38433.5,0,4.18521,4023.5,25382.75,0,2.8728,0.00448,0.00043,0.0096,0.97918,0.97061,0.95772,0,-0.82605,0,1.03541,1.12381,1.05036,Inactive
2043.5,28451.25,0,2.12395,4745.5,36665.5,0.9655,3.61698,4202.5,24098,0,3.05015,0.00555,-0.0016,0.01762,0.9543,0.9216,0.89208,0,0.13945,0,1.07236,0.97123,1.11521,Inactive
1871,27138.75,0,2.20134,4740.5,32726,0.779,4.5458,4521.5,21118.5,0,3.59121,-0.00069,-0.00175,0.03193,0.91311,0.808,0.74419,0,-0.04705,0,1.11144,1.22064,1.31303,Inactive
1908.5,31772,0,2.00881,4774,39925.25,0.98479,3.58151,3803,27397,0,2.65148,0.00067,-0.00078,-0.00029,1.07919,1.01489,1.05792,0,0.15874,0,1.01423,0.96171,0.96944,Inactive
1928,33545.25,0,2.11244,4829,40512.5,0.43334,4.07692,3795.5,27217,0,2.76809,0.00137,0.00081,-0.00063,1.14256,1.03026,1.05019,0,-0.39271,0,1.06655,1.09474,1.01208,Inactive
1767,32982,0.29766,2.19213,4776,40267.75,1.06741,4.01667,3592,27280,0,2.9542,-0.00444,-0.00072,-0.00975,1.12803,1.02472,1.06213,0.29766,0.24136,0,1.10679,1.07856,1.08012,Inactive
1826,27219.75,2.00986,4.19181,4603.5,40078.5,3.39071,5.66775,3217.5,30742,2.30633,4.57801,-0.00231,-0.0057,-0.02654,0.91766,1.02424,1.23416,2.00986,2.56465,2.30633,2.11641,1.5219,1.67383,Active
1914,27841,0,2.09211,4830,38945.25,0.79262,3.7134,3805.5,24842.75,0,2.62247,0.00087,0.00084,-0.00018,0.93693,0.98498,0.94328,0,-0.03343,0,1.05629,0.99712,0.95883,Inactive
1925.5,27647.25,0,2.08095,4784.5,38929.5,0.87393,3.59887,3804,25287.5,0,2.58608,0.00128,-0.00048,-0.00025,0.92951,0.98584,0.96329,0,0.04788,0,1.05066,0.96637,0.94553,Inactive
1890,28508.25,0,1.93773,4827,38772,0.84254,3.62173,3828.5,25198.25,0,2.62311,0,0.00075,0.00085,0.96191,0.98006,0.95819,0,0.01649,0,0.97834,0.97251,0.95907,Inactive
1810,28051.5,0,1.99932,4811.5,38994,0.91999,3.68298,3844.5,25368.25,0,2.7933,-0.00289,0.0003,0.00157,0.9483,0.98692,0.96509,0,0.09394,0,1.00944,0.98895,1.02129,Inactive
1905.5,28505.25,0,1.95863,4920.5,39504.25,0.95138,3.6008,3845.5,25975,0,2.64227,0.00056,0.00345,0.00161,0.96124,0.99851,0.99225,0,0.12533,0,0.9889,0.96689,0.96608,Inactive
2131.5,27437.5,0,1.96799,4792,37956,0,3.79132,4095.5,25245,0,2.58491,0.00125,-0.00213,0.00213,0.94268,0.98077,0.96918,0,0,0,0.97825,1.00378,0.99818,Inactive
2136,27524.75,0,1.99494,4865.5,38428.5,0,3.90385,4007.5,25042.25,0,2.57688,0.00142,0.00004,-0.0019,0.94576,0.99257,0.96392,0,0,0,0.99164,1.03358,0.99508,Inactive
2131.5,28246.75,0,1.98983,4721.5,38626.25,0,3.71397,3990,25451.75,0,2.57477,0.00125,-0.00421,-0.0027,0.97283,1.00268,0.98349,0,0,0,0.98911,0.9833,0.99426,Inactive
2193.5,28887.5,0,2.08174,4815,38090.75,0.37651,3.58665,3993.5,26003.25,0,2.57374,0.00356,-0.00145,-0.00254,0.99438,0.98407,1.0086,0,0.37651,0,1.0348,0.94959,0.99387,Inactive
2071.5,28459,0,1.9757,4940.5,38510.5,0,3.83672,4081.5,26203,0,2.62025,-0.00099,0.00226,0.00149,0.98297,0.99278,1.01372,0,0,0,0.98208,1.0158,1.01183,Inactive
2145.5,28258,0,1.98239,4845,38913.25,0.39512,3.65087,4082.5,25666.5,0,2.6129,0.00177,-0.00056,0.00154,0.97272,1.00751,0.98909,0,0.39512,0,0.98541,0.9666,1.00899,Inactive
2118,27819.5,0,2.11755,4904,38694.75,0.75803,3.47652,4148,25463.25,0,2.6153,0.00075,0.00118,0.00454,0.95741,0.99931,0.97678,0,0.75803,0,1.05259,0.92044,1.00991,Inactive
2046,28064.75,0,1.97699,4885,39153.25,0,3.88988,4095,25323,0,2.60484,-0.00194,0.00062,0.00211,0.96923,1.01343,0.97278,0,0,0,0.98272,1.02988,1.00588,Inactive
2072.5,28026,0,2.03008,4860,39174,0,3.74048,4066,25783.5,0,2.58397,-0.00095,-0.00012,0.00078,0.9668,1.01478,0.99521,0,0,0,1.00911,0.99032,0.99781,Inactive
2148,28290.75,0,2.05245,4853,38259,0,3.7964,4079,25424.5,0,2.59602,0.00186,-0.00033,0.00137,0.97385,0.98793,0.97816,0,0,0,1.02023,1.00513,1.00247,Inactive
2870,27624.75,0,2.04747,5535,39822.25,0,3.69097,5396,24779.75,0,2.78611,0.00039,-0.00276,-0.00092,0.96421,0.99435,0.94298,0,0,0,0.97934,0.98504,0.99752,Inactive
2918.5,28260.75,0,2.10299,5560,39509.75,0,3.71817,5356.5,25114,0,2.75453,0.00228,-0.00203,-0.00285,0.9871,0.98456,0.96117,0,0,0,1.0059,0.9923,0.98621,Inactive
2816.5,27524,0,2.05212,5662,38919.5,0,3.70173,5411.5,24065.5,0,2.79566,-0.00169,0.00093,-0.00017,0.96237,0.96449,0.90748,0,0,0,0.98157,0.98791,1.00094,Inactive
2973.5,28534.75,0,2.02851,5596.5,38499.25,0,3.69256,5425.5,23226.5,0,2.77513,0.00442,-0.00097,0.00051,0.99563,0.9542,0.86599,0,0,0,0.97027,0.98546,0.99359,Inactive
2877.5,30405.5,0,2.02273,5663.5,37593.75,0,3.71014,5439,22592.5,0,2.78308,0.00068,0.00097,0.00117,1.07223,0.926,0.83449,0,0,0,0.96751,0.99016,0.99644,Inactive
2933.5,28381.75,0,2.07375,5647,39936,0,3.76603,5419,25348.75,0,2.7792,0.00286,0.00049,0.00019,0.99123,0.9944,0.96955,0,0,0,0.99191,1.00507,0.99505,Inactive
2799.5,28645.75,0,2.07737,5649.5,40567.5,0,3.73987,5396.5,25635,0,2.77796,-0.00236,0.00057,-0.0009,1.00673,1.01264,0.98457,0,0,0,0.99365,0.99809,0.9946,Inactive
2993.5,28296.25,0,2.14974,5638,40867.5,0,3.71728,5396,25402.25,0,2.78628,0.0052,0.00023,-0.00092,0.98556,1.02168,0.97327,0,0,0,1.02826,0.99206,0.99758,Inactive
2853.5,28064.25,0,1.98894,5625,39810,0,3.74523,5430.5,25113.75,0,2.79019,-0.00025,-0.00015,0.00075,0.98198,0.99139,0.95755,0,0,0,0.95135,0.99952,0.99898,Inactive
2899.5,28288.75,0,2.0479,5583,39583.25,0,3.74268,5342,25057.25,0,2.78396,0.00154,-0.00136,-0.00355,0.98893,0.98603,0.95911,0,0,0,0.97955,0.99884,0.99675,Inactive
3421,28835.25,0,2.05895,6002,40059.25,0,3.59129,6119,25817.75,0,2.83399,0.00254,-0.00068,-0.0056,1.00785,0.98293,1.0023,0,0,0,0.98817,1.01767,0.98759,Inactive
3538.5,27843.25,0,2.038,6035.5,39688.25,0,3.58938,6332,25144.25,0,2.72324,0.0072,0.00029,0.00524,0.96385,0.97125,0.9572,0,0,0,0.97812,1.01712,0.94899,Inactive
3476.5,28282.5,0,1.99405,6105,39858.75,0,3.63864,6266.5,24746.75,0,2.73565,0.00474,0.00229,0.00191,0.98373,0.97417,0.9403,0,0,0,0.95702,1.03108,0.95332,Inactive
3562,28530,0,2.26015,6079,39971.5,0,3.63929,6259.5,24573,0,2.86559,0.00813,0.00154,0.00155,0.99016,0.97817,0.93182,0,0,0,1.08473,1.03127,0.9986,Inactive
3207,27932,0,1.9755,6116,39670,0,3.60968,6309.5,25003,0,2.71924,-0.00595,0.00261,0.0041,0.98052,0.9684,0.95115,0,0,0,0.94812,1.02288,0.9476,Inactive
7793,20671.75,0,4.30141,6979,40373.5,0,3.31308,12844,22546.75,0,6.08094,-0.00176,-0.00403,-0.01464,0.9833,0.97237,0.86094,0,0,0,1.11711,0.97808,1.0786,Inactive
7870.5,21366.75,0,3.93497,7093.5,40856,0,3.30929,12880.5,22561,0,5.84882,0.00416,-0.0007,-0.0114,1.03044,0.98309,0.85896,0,0,0,1.02194,0.97696,1.03743,Inactive
7656,21363,0,3.71135,7031,40040,0,3.24701,12715,21259.25,0,4.88865,-0.01222,-0.00252,-0.02609,1.04654,0.96115,0.75814,0,0,0,0.96386,0.95858,0.86712,Inactive
7416.5,20298.75,0,3.56978,6937.5,37522.5,0,3.25115,12838.5,19977.5,0,4.21061,-0.0305,-0.00524,-0.01513,0.98357,0.89057,0.63345,0,0,0,0.9271,0.9598,0.74685,Inactive
7966.5,13742,0,3.30514,7064,29218,0,2.9959,13118.5,13200.5,0,10000000,0.01149,-0.00156,0.00972,0.44096,0.64508,0.00728,0,0,0,0.85837,0.88444,1773739.95731,Inactive
8051.5,21557,0,4.19725,7244,43023,0,3.458,13272.5,24903,0,5.96517,0.01798,0.00368,0.02338,1.03115,1.04181,1.03199,0,0,0,1.09005,1.02086,1.05807,Inactive
7796.5,21602,0,4.06686,7099.5,41690.5,0,3.39308,12948,24690.75,0,5.44535,-0.00149,-0.00052,-0.00541,1.05406,1.00721,1.04195,0,0,0,1.05619,1.0017,0.96586,Inactive
7921.5,20883,0,4.426,7176,41069.75,0,3.50819,13103,24246,0,6.1306,0.00805,0.0017,0.00834,0.98962,0.98691,0.98873,0,0,0,1.14946,1.03568,1.08741,Inactive
8102,20618.5,0,4.23919,7145.5,41098,0,3.52345,13167.5,23774.25,0,6.00846,0.02184,0.00082,0.01406,0.95564,0.98862,0.94115,0,0,0,1.10095,1.04019,1.06574,Inactive
8120.5,21009.75,0,4.5772,7156.5,42115,0,3.35648,13160,24521.5,0,5.64948,0.02325,0.00114,0.0134,0.9841,1.01791,1.00812,0,0,0,1.18873,0.99089,1.00207,Inactive
